#{"t_start": 1680229914.098205, "env_id": null}
r,l,t
-189,2136,3640.704263
-146,1924,3644.223897
-329,2068,3648.107604
8,2704,3697.728279
41,2338,3701.691198
-339,1736,3704.752706
94,2625,3710.012616
26,3963,3718.682982
-45,2085,3723.385347
-182,2782,3729.45401
-144,2313,3734.462223
-29,2316,3739.014142
-232,2583,3743.636357
-301,1605,3746.520149
-18,2436,3750.814117
-160,2030,3754.518557
-31,1901,3757.966653
-4,3046,3763.395805
234,2235,3811.290071
-85,2592,3815.726327
-266,2678,3820.464174
-257,2106,3824.234054
-292,1564,3827.062882
-56,2680,3832.564851
237,2711,3838.069105
80,2710,3843.579948
-152,2317,3848.273465
-139,2510,3853.202879
-92,2487,3857.82607
222,962,3859.560883
-11,3038,3864.960762
-46,2853,3869.931181
-342,1512,3872.537484
-257,2702,3922.486567
-302,1496,3925.420384
-232,2168,3929.630492
-248,2579,3934.862299
-102,2792,3940.369738
-18,2255,3944.737021
-38,1484,3947.715702
-94,2600,3952.72911
-298,1770,3956.119772
-124,2988,3961.956243
7,1834,3965.588512
177,1984,3969.442054
-244,2194,3973.734124
-75,2720,3979.148024
-249,1684,3982.603401
189,1378,3985.351465
144,1591,3988.43186
112,1627,4040.833548
-4,2358,4044.660491
-21,3143,4050.126251
-190,2574,4054.701153
-37,2985,4060.091139
-35,2834,4065.166114
-22,2261,4069.690418
-294,1801,4073.584474
-30,2330,4078.737509
-70,2142,4083.453541
15,3330,4090.615154
13,1715,4094.365568
-73,3415,4101.107896
-22,2830,4106.275514
-255,1694,4153.11918
-146,2340,4157.267493
8,3248,4163.035859
280,1468,4165.708928
-310,1550,4168.509531
-124,1817,4171.799292
-14,2412,4176.155626
3,2949,4181.475127
-232,1468,4184.105228
-196,2146,4188.171009
-94,1729,4191.976922
-154,2034,4196.308681
-45,2551,4201.670099
-137,2544,4207.055405
-160,2842,4213.008757
122.0,6588,4268.915292
246,1060,4270.993489
-197,2262,4275.491343
-293,1490,4278.266846
-269,2525,4282.7692
4.0,7123,4295.408164
-19,3036,4300.839849
-312,2400,4305.141502
-352,1446,4307.806784
-202,1990,4311.932162
-280,2495,4317.236537
-3,3298,4324.099975
110,2997,4330.191502
-151,2102,4380.574668
30,3111,4386.235046
175,1936,4390.192205
-325,1872,4393.999658
-29,2217,4398.158012
-9,2609,4403.464297
-262,2609,4408.742126
-151,2757,4414.135791
-141,2940,4420.094454
-311,2470,4424.827247
-180,3016,4430.746728
-43,1779,4434.078779
-8,1806,4437.621441
-198,2940,4443.321005
169,1284,4445.80816
350,1002,4447.724435
-73,2486,4496.357778
213,2589,4500.814031
160,1700,4503.853411
173,2404,4508.203619
4,3786,4515.049264
-51,2862,4520.155804
-350,2763,4525.072134
-138,2270,4529.120856
-6,2239,4533.124989
-198.0,4959,4541.92953
-161,2013,4545.499975
-41,3016,4551.375073
-351,1884,4554.972214
19,3787,4605.389947
-184,2183,4609.102132
-128,2547,4613.549677
-177,2662,4618.264069
-259,2688,4623.015908
-128,1712,4626.028436
-195,2557,4630.530657
-28,3028,4635.867996
-135,2795,4640.841185
-37,2594,4645.455338
-324,1838,4648.72489
-205,1756,4651.83359
-33,2391,4656.046751
-204,2670,4660.78832
285,1601,4663.640999
-131,2911,4713.166498
-8,2687,4717.896567
-24,2664,4722.967505
-43,2188,4727.041147
-30,3388,4733.889275
301,772,4735.347548
-157,1841,4739.105464
-312,1897,4743.132216
-8,3697,4750.585987
2,3123,4757.066621
41,2260,4761.149335
-184,2910,4766.367036
-37,2855,4771.457426
-154,2650,4776.206465
-60,2736,4824.094392
17,2907,4829.100554
-57,2627,4833.806095
-352,1562,4836.624726
-210,1747,4839.746704
-9,3164,4845.442044
2,2449,4849.842566
-224,2366,4854.122197
-194,2212,4858.073519
22,3116,4863.682609
-21,2930,4868.917277
-213,2699,4873.76592
143.0,6596,4929.496512
-80,2095,4933.457907
-214,1785,4936.851141
3257.0,5429,4946.547914
1473.0,5648,4956.718761
-7,3591,4963.150437
223,1376,4965.615675
234,951,4967.332211
-258,2520,4971.794002
-203,2633,4976.478581
79,1873,4979.823899
-125,2437,4984.14221
-56,2320,4988.24913
-42,3095,5037.569356
-234,2034,5041.612478
-24,2081,5045.974783
-20,3514,5053.522599
-136,2295,5058.306759
-266,2338,5062.706648
-346,1115,5064.688843
-85,2324,5068.908018
300,2528,5073.697104
-166,2788,5078.690269
-247,1980,5082.315892
-198,2863,5087.692844
-80,2863,5093.405302
-20,2736,5098.65991
48,2995,5104.883813
-27,2182,5153.623062
5,2849,5158.985363
-14,3394,5165.594221
-106,2603,5170.59829
-204,3209,5176.7723
1058.0,5006,5185.829001
156,1724,5188.944135
-300,1600,5191.869071
-22,2263,5195.95753
-102,2584,5200.597692
-128,2391,5204.903066
-29,3122,5210.48213
296,755,5211.830281
-8,1528,5214.584123
-68,2261,5262.479946
-272,1902,5265.506421
-21.0,7165,5279.057085
-137,2086,5283.036981
-65,2626,5288.129683
-18,2497,5292.879802
-328,2697,5298.114807
-280,2122,5301.910714
-22,2325,5306.060246
-247,3112,5311.598799
-264,1371,5314.056527
-160,3010,5319.435023
-2,2966,5324.755625
-232,1963,5373.683022
-119,1861,5376.723612
57,2675,5381.346547
153,1655,5384.269101
3,2815,5389.639571
63,2253,5394.143488
-142,1928,5397.960252
-238,1706,5401.486403
-295,2000,5405.803715
-103,1832,5409.170536
-75,2844,5414.759179
347,1490,5417.637806
-160,1904,5421.13144
-16,2728,5426.108898
-137,1914,5429.467278
89,2936,5434.707352
-187,2191,5438.71131
-108,3149,5486.968969
-64,3080,5492.281898
92,1007,5494.044159
-40,3818,5500.808932
-166,2998,5506.129108
10,2317,5510.8149
-242,1746,5514.697052
-157,2088,5519.236549
7,2583,5524.854567
-204,1908,5529.117573
-2,2624,5534.848454
116.0,4573,5543.410905
1541.0,10265,5605.68201
112,1533,5608.360783
-176,2480,5612.755069
-34,2865,5617.846764
-257,2189,5621.768195
-59,2120,5625.55532
70,3099,5631.909024
-257,2539,5637.442767
-212,2417,5642.814867
-230,2584,5648.323655
-31,1816,5652.251868
-167,2061,5656.704958
-291.0,5813,5710.267884
148,1952,5714.037013
-100,3449,5721.262905
-92,2836,5727.350101
-133,3000,5733.929921
-201.0,6893,5748.916219
31,2450,5753.930048
-45,2768,5760.020443
146,2374,5765.184548
-208,1934,5769.205485
-17,3534,5776.746355
-313,1610,5779.708527
-199,2876,5828.782396
-66,2709,5834.497166
-248,2036,5838.521401
74,1961,5842.024378
110,2665,5846.774728
43,2024,5850.375619
-34,2448,5854.786818
-110,3024,5860.268151
-14,2713,5865.196238
-43,2830,5870.899687
-151,2343,5875.466322
-345,1380,5878.074865
-60,1938,5882.171134
-44,1820,5885.971919
232,1872,5889.547342
6,3148,5940.38398
-125,3038,5945.29932
196,918,5946.870833
-37,2794,5951.75481
0,3726,5958.369038
-207,2644,5963.049712
-233,1742,5966.135606
-152,2774,5971.043924
120,2522,5975.536779
16,1843,5978.797823
-213.0,6533,5991.034013
-11,2467,5995.987292
-303,2932,6001.784082
-296,2245,6051.115737
290,840,6052.404919
24,2855,6057.286438
175,1369,6059.709887
-187,2095,6063.411423
-198,2062,6067.061162
-187,1334,6069.446573
-156,2759,6074.351934
-18,2455,6078.706892
-118,1814,6081.917127
-9,2418,6086.206764
235,1706,6089.235495
-246,1690,6092.233783
-42,2912,6097.400274
101,1884,6100.743296
-168,1770,6103.896802
-8,3448,6110.476086
-172,1610,6157.295944
0,2814,6161.796093
107,1874,6165.194717
-55,2545,6170.153874
-213,2004,6174.42882
-20,3762,6181.83016
32,2268,6186.495535
-8,3580,6193.447416
-263,1503,6196.454248
37,3203,6202.20463
-150,2799,6207.211454
-142,2068,6210.913473
-99,2673,6215.695447
-255,2123,6219.486866
-254.0,6403,6274.525928
168,2150,6278.4139
-140,2808,6283.541636
-99,2080,6287.31126
-28,2015,6290.884655
-182,2859,6295.971118
-249,2702,6300.78217
118,2243,6304.828721
73,2198,6308.75647
168,2213,6312.683878
-56,2254,6316.704528
-11,2970,6321.966154
-13,2787,6326.908125
24,3160,6375.864438
-238,2478,6380.000941
-13,2040,6383.521237
-178,2577,6388.044924
-222,2604,6392.669145
-351,2507,6397.127663
-205,2500,6401.566169
-156,1248,6403.783354
-292,1818,6407.088008
-62,2314,6411.204539
-112,2346,6415.412932
-184,2731,6420.282603
-213,2356,6424.51176
-238,2316,6428.640436
-101,2398,6432.90046
-60,2180,6436.823295
-210,2479,6485.559902
85,1760,6488.752166
-237,2458,6493.661815
-251,1550,6496.988961
-12,2918,6502.650696
32,2703,6507.560229
-235,2346,6511.971716
-311,1449,6514.712494
-157,1738,6517.856888
-209,1808,6521.162331
93,2126,6525.286994
-208,2196,6529.658872
10,2594,6534.937403
-104,2464,6539.671012
12.0,8024,6598.657805
335,1011,6600.431967
-258,2479,6605.121
-343,1300,6607.758307
-87,2943,6613.286698
22,2263,6617.713894
2,2652,6622.551615
-28,2896,6627.817646
-12,2852,6632.910825
-100.0,6339,6644.382869
-212,2414,6648.688547
12,2714,6653.479523
-42,2776,6658.400247
-306,2101,6706.47444
-55,2250,6710.454963
3,3369,6717.292118
-148,2479,6722.213502
-200,2037,6726.380126
-172,1882,6730.257538
-126,2388,6734.879036
-106,2833,6740.171858
-194,3059,6745.693811
1,2132,6749.468416
-314,1982,6752.996851
-209,1408,6755.523299
-69,3182,6761.177929
-215,2449,6765.565244
44,1896,6768.979541
-294,2589,6816.550548
-218,1978,6820.129938
-1,3519,6826.671035
158,1857,6830.27774
-303,2048,6834.580719
-347,1784,6838.481301
-299,2500,6843.61488
83,2478,6848.878486
-298,1748,6852.659203
-157,2084,6856.683304
-57,2351,6861.013117
-169,2459,6865.476014
-307,2279,6869.710598
11,2377,6873.969721
229,1524,6876.776252
-255,2672,6881.753971
-163,2316,6930.638677
-228,1813,6933.581418
-150,2060,6937.151756
-223,2477,6941.537706
-201,2342,6945.711038
-35,3380,6952.098593
-138,1755,6955.492869
296.0,5317,6965.76346
-49,2492,6970.794827
50,2134,6975.017324
6,2671,6979.977548
-214,1920,6983.448933
-101,2826,6988.62637
-40,2128,6992.523505
-129,2757,7041.110658
-314,1910,7044.43203
362.0,6529,7056.892264
-184,2671,7061.974693
-352,1749,7065.370486
-175,2635,7070.601517
-206,2502,7075.403954
-347,1482,7078.241239
-313,1429,7081.084883
-165,2458,7085.92708
-228.0,6199,7098.078818
289,1231,7100.27903
-350,1639,7103.238655
-12,3238,7152.931863
-235,2189,7156.525495
-263,1730,7159.465921
-298,2105,7163.115762
302,2121,7166.833427
-194,2120,7170.572876
-204,2190,7174.435039
-21,2899,7179.542922
-32,2876,7184.639236
-305,2096,7188.709112
-170,1980,7192.854056
-92,1790,7196.352993
-41,1826,7200.026217
-50,2665,7205.70944
6,1664,7209.069215
-219,2957,7215.363021
-245,2692,7263.79799
-94,2189,7267.486556
-137,2978,7272.992439
-254,2003,7276.649932
55,2769,7281.705768
-9,2770,7286.845989
-144,2462,7291.294329
-216,2754,7296.54324
-47,2662,7301.457257
-170.0,8306,7317.45887
-257,2386,7321.930367
-194,1824,7325.577929
-9,3286,7376.897905
-294,1746,7379.87037
3251.0,5227,7389.301554
-60,2761,7394.325754
-37,2552,7398.956198
-150,1765,7402.121336
246,2463,7406.552877
117,3265,7412.41838
-267,1827,7415.94813
103,2349,7420.296486
-263,1417,7422.942052
114,1531,7425.928359
30,2883,7431.62834
-131,2639,7437.037943
105,2361,7485.516811
-301,944,7486.993963
-53,3389,7492.716547
-68,2396,7496.926833
21,1655,7499.887706
-199,2271,7503.945603
2,2729,7508.777308
-92,2273,7512.874456
-260,2850,7517.926494
10,3811,7524.682755
-136,2106,7528.432086
-18,2736,7533.287359
-313,2026,7536.881591
-14,1996,7540.426559
-118,2652,7545.147288
-215,2300,7595.130894
-67,2597,7599.9074
57,2871,7605.219001
-159,2513,7609.978975
-194,2261,7614.833427
-234,2050,7619.054784
-228,1676,7622.310249
-21,2987,7628.63298
-80,2838,7634.211378
-191,2279,7638.520751
-267,2096,7642.275882
28,2140,7646.131038
-55,2140,7649.945245
-18,3043,7655.388274
-189,2467,7659.796998
160,2789,7708.40242
-82.0,7000,7720.765772
-49,1090,7722.729938
-252,1381,7725.230504
-275,1980,7728.752469
178,2408,7733.000675
-129,2098,7736.695882
-346,2114,7740.412519
-11,3023,7745.727995
-269,1492,7748.352243
-221,2393,7752.557576
-80,1850,7755.8143
-192,2171,7759.637268
-258,2526,7764.084654
-336,1150,7766.107821
-246,2763,7816.160394
-205,1690,7819.01798
45,3147,7824.565704
-299,1879,7827.934139
-41.0,5629,7838.073946
-61,2826,7843.133992
-64,2561,7847.741846
-310,2022,7851.363296
-227,1876,7854.695454
-112,3798,7861.435528
-170,1864,7864.748975
53,2151,7868.585657
-260,1535,7871.311371
-299,1855,7874.630627
63,2052,7922.100469
-152,2695,7927.139549
10,3785,7934.559689
-40.0,6187,7946.629185
-306,2318,7950.920131
-134,2896,7956.494969
-186,2856,7961.866521
-25,2210,7966.179432
335,1357,7969.077651
-218,2436,7974.349126
2,3275,7981.000755
0,2136,7985.727577
-80,2951,7991.703187
-202,2045,8040.546981
-213,2922,8046.108504
-65,3470,8053.007571
-118,3005,8058.646411
-11,3900,8065.802725
9,3405,8072.094725
-302,947,8073.835725
268,1311,8076.260212
-248,2300,8080.501677
-179,1920,8084.010288
-185,2893,8089.30227
-252,1441,8091.900662
-257,1520,8094.648824
-98,2798,8099.761986
-143,2678,8149.31815
-348,1094,8151.281671
-89,2462,8156.05962
-111,2419,8160.812503
-120,2912,8166.44616
-305,2214,8170.997977
-26,3062,8176.704787
-214,2372,8180.936188
-91,2435,8185.281753
-75,2755,8190.239148
-195,1616,8193.136677
-75,2150,8197.034449
-92,2903,8202.256372
231,1046,8204.142507
88,2154,8208.018121
-39,2597,8212.638614
349,1149,8214.675201
-163,2270,8262.841807
148,1018,8264.531631
-163,2106,8268.29107
5266.0,6699,8281.739656
-253,1556,8284.745099
0,3095,8291.262458
-45,2621,8296.369543
351,928,8298.111448
-26,1552,8300.869546
-230,2683,8305.84181
-191,2654,8310.783742
-268,2307,8314.933506
-203,2338,8319.405916
-277,1606,8322.35165
-225,2902,8371.720437
-18,2811,8376.179356
-29,3160,8381.656456
85,3127,8387.301155
-352,2087,8391.256931
-175.0,7781,8406.465311
112,2564,8411.656345
-187,2521,8416.351293
-116,2291,8420.585558
-195,2220,8424.682229
-157,1908,8428.206886
-161,2660,8433.036453
-25,2032,8436.710539
-169,2444,8485.768416
-138,3022,8490.88488
-150,2592,8495.404675
151,1110,8497.365541
-132,2368,8501.556985
-343,1588,8504.359855
-160,2828,8509.587772
-9,2828,8515.190076
-58,2766,8520.963221
-178,2472,8525.82117
-98,2266,8530.540788
-332,2264,8535.116698
-287,2469,8539.713299
58,3008,8545.054754
-2,1744,8548.212559
-30,2396,8595.940493
-214,2414,8599.966847
60,1821,8603.111014
-235,2576,8607.628593
-48,3092,8613.083015
-350,1634,8615.966545
245,1127,8617.954976
137,2691,8622.721721
52,2703,8627.66326
-203,2791,8632.959279
-46,2242,8637.614768
-348,2076,8641.863127
127,2516,8646.664097
-195,1593,8650.033801
-303,1529,8653.305527
300,1766,8656.661596
-24,3373,8707.790738
-159,2405,8712.637249
-172,2268,8717.301073
-4,2948,8722.547732
-174,3317,8728.412186
-226,2000,8731.956583
-165,2435,8736.263632
-101,2748,8741.147448
107,2394,8745.404928
-2,3777,8752.678521
-113,1790,8756.068465
22,1937,8760.054406
-260,2746,8765.395795
-129,1582,8768.389976
-288,2362,8817.330765
-22,3420,8823.090859
-138,1435,8825.625206
-225,1831,8828.925832
-23,2871,8834.040431
-187,2484,8838.459728
-295,1706,8841.479534
-310,2222,8845.412479
-3,2236,8849.387708
-122,1965,8852.857056
-111,3008,8858.177101
-23,3304,8864.015243
-28,2311,8868.24114
-172,2579,8873.137987
-347,1666,8876.322754
5,2580,8926.106098
-24,2081,8929.497105
-33,3036,8934.763728
68,2993,8940.022607
15,2643,8944.739703
-303,1241,8946.953466
182,1968,8950.435099
-52,2812,8955.388914
-162,1884,8958.720772
-329,1458,8961.300003
-23,2983,8966.653422
-82,2963,8971.930906
-161,2485,8976.335057
-94,3040,8981.706278
-148,1464,8984.291437
-181,2076,8988.057736
-206,2339,9035.783008
-132,1666,9038.885063
-110,2949,9044.293386
-200,2715,9049.392119
-17,2284,9053.698331
123,2115,9058.150091
236,1469,9061.267817
-101,2459,9065.877638
-161,2574,9071.364575
-252,2433,9076.139873
-278,2805,9081.122152
-332,1808,9084.317621
-200,2044,9087.940374
173,2684,9092.699997
-279,1580,9095.49615
-172,2554,9144.87016
-52,1721,9147.685868
-99,2808,9152.743542
-168,2170,9156.638771
-1,2186,9160.591188
174,1570,9163.421609
-253,2212,9167.413223
89,1809,9170.656828
-164,2254,9174.682293
