#{"t_start": 1680618620.619981, "env_id": null}
r,l,t
0.216396,1202,5795.312059
0.312495,1520,5812.527732
-0.144675,918,5822.919549
0.724748,966,5833.452745
0.35994,1574,5852.221326
0.18223,1142,5865.363511
0.600838,1447,5882.003186
0.707872,810,5890.955435
0.05749,954,5902.461629
0.128792,1104,5914.680128
0.275863,1190,5929.348155
0.192124,821,5938.487195
0.279598,1472,5955.034399
0.655913,1022,5966.609461
0.395574,1579,5985.171432
-0.146979,736,5993.851869
0.06787,1026,6005.687302
0.583243,1047,6017.687053
0.196297,1811,6039.218021
0.079926,1012,6051.645775
0.452802,2048,6075.849628
0.67949,1062,6088.272232
0.769845,709,6097.080048
0.28722,1559,6115.034152
0.182124,1043,6127.191451
-0.013623,1256,6142.416656
-0.05506,928,6152.946195
0.227167,1344,6169.128387
0.091994,1023,6181.111818
-0.348,620,6187.427215
0.031136,872,6197.949337
0.468789,1535,6215.941192
0.123238,1301,6231.537787
0.36697,1883,6254.586939
0.287098,2003,6279.84804
0.333773,1509,6297.424596
0.31958,1366,6314.500671
0.019855,1289,6330.282115
0.318808,1706,6351.718386
0.018139,1002,6362.937565
0.243965,1242,6378.123561
0.286378,1259,6393.319031
0.293924,1864,6415.541811
-0.020406,895,6426.525953
0.10765,1153,6440.377152
0.495666,1640,6461.296754
0.35297,1930,6484.101107
0.431933,2198,6511.040709
0.356699,1016,6522.26502
0.504215,1483,6540.31685
0.586712,1182,6553.973114
0.377,1270,6569.293019
0.308,1424,6586.415721
0.292924,1486,6604.793517
0.485011,1702,6624.84246
-0.348,858,6635.431566
0.172124,1093,6648.010899
0.538152,1460,6666.13916
0.592672,917,6677.36776
-0.049531,1000,6689.960126
0.211816,1439,6706.920662
0.461807,1373,6723.593275
0.150495,1180,6737.497953
0.485589,1687,6758.106039
0.133314,1065,6771.852427
0.363843,2014,6796.250783
0.530502,1746,6818.192205
0.167883,1356,6835.387843
-0.065133,703,6843.539642
0.316538,1769,6865.45853
0.131028,1495,6883.804332
0.094023,914,6894.557262
-0.152268,921,6905.531969
0.17223,1332,6921.01201
0.277863,2699,6953.731201
0.347876,1749,6975.349043
0.020855,890,6986.361195
0.484047,1664,7006.899554
0.425553,2160,7033.402759
0.589544,861,7044.111364
0.043971,785,7053.658856
-0.025298,691,7061.70513
0.173515,982,7074.023267
0.092368,1252,7089.33445
0.600341,1273,7103.820503
0.186714,1068,7117.702993
0.620054,1081,7130.737944
0.326404,1651,7151.248561
-0.039282,1314,7167.009431
0.312404,1477,7185.461264
0.282984,1954,7209.069284
0.314098,1339,7225.683064
0.252876,1381,7242.631175
-0.130111,823,7252.140748
0.151692,1420,7268.908735
