#{"t_start": 1680618620.72098, "env_id": null}
r,l,t
0.590164,939,3056.791563
0.232138,1327,3071.183373
0.123792,1472,3088.164114
0.018881,1076,3099.799676
0.467625,1360,3115.172757
0.246138,1297,3129.488099
0.062887,905,3139.519639
0.522413,1079,3151.238605
0.374843,1682,3171.013745
0.346661,1129,3182.977153
0.351699,1294,3199.000906
0.608865,1263,3212.656294
-0.034422,901,3223.149244
0.141272,1536,3240.644574
0.275863,1610,3259.51603
0.160515,1560,3277.169625
0.466061,1692,3296.588584
0.122057,1232,3311.461035
0.35194,1689,3331.776319
0.454349,1514,3350.209249
0.564355,1041,3362.671492
0.321538,2055,3387.359349
-0.116312,906,3398.311018
0.523413,1221,3413.249414
0.104714,1096,3425.923985
0.227488,1544,3445.633458
-0.007502,794,3455.01071
0.218432,1172,3468.937257
0.510023,1655,3488.841172
0.260453,1257,3504.145869
0.556706,1544,3522.897432
0.200692,1266,3538.173021
0.455802,1417,3554.214714
0.499501,1756,3573.47334
-0.285322,741,3582.107774
0.595748,946,3593.304813
0.346737,2427,3620.540011
0.412869,1551,3637.785064
0.636847,1303,3652.29489
0.173711,1049,3663.893744
0.143495,1156,3676.718042
0.220167,1348,3692.170765
0.327661,1987,3714.005399
0.646758,941,3724.421617
0.493038,1558,3742.808177
0.161701,1315,3757.52628
0.120519,1217,3770.867698
0.357737,1817,3792.006066
0.128792,1159,3805.120968
0.230384,1755,3824.059319
0.659517,1084,3836.743377
0.342808,1882,3858.043507
0.588379,1286,3872.575149
0.04532,706,3879.913451
-0.014771,1198,3892.967732
0.699859,750,3901.644709
0.05449,1441,3918.304858
0.494586,1545,3935.50652
0.264488,1186,3948.574029
0.008862,765,3957.184949
0.282984,1637,3975.472943
0.346808,1881,3995.599637
-0.305704,585,4002.390872
0.291098,1172,4015.500226
-0.323,593,4022.331319
0.496401,1420,4037.969574
0.155711,1686,4056.64725
0.31758,1484,4073.627889
0.622248,1254,4087.153477
0.44533,1355,4103.145411
0.422152,2018,4126.414501
0.066305,1127,4139.266704
0.467833,1502,4155.971108
-0.167677,830,4165.862994
0.490589,1659,4184.684233
-0.014406,832,4193.828047
0.170589,1172,4207.0079
0.314495,1434,4224.095072
0.347808,1357,4238.960591
0.698813,837,4248.984934
0.237965,1166,4262.227571
0.272876,1375,4278.131423
0.017139,1413,4294.089099
0.132807,1357,4308.883924
0.237876,1086,4321.470191
0.301308,1751,4340.43566
0.504381,1009,4351.864889
0.329699,1833,4372.967637
0.245053,1364,4387.502862
0.152124,1378,4403.224391
0.260527,1408,4419.054482
0.485584,1278,4433.601255
0.271138,882,4443.7256
0.35658,1290,4458.119895
0.480719,1511,4475.322904
0.553357,1474,4491.24739
0.45638,1466,4508.21729
-0.170979,651,4515.507976
0.336808,1662,4534.159106
0.230488,1126,4546.846473
0.338258,1153,4559.812454
0.021518,1017,4571.213356
0.339308,1919,4593.05988
0.31345,1201,4606.287962
0.285924,1443,4622.446844
0.177322,1479,4639.757312
0.321843,2193,4664.484159
0.275378,1519,4681.443689
0.254378,1590,4698.92355
0.613618,1106,4711.717599
0.496461,1505,4728.818712
0.491336,1428,4744.49063
0.089139,823,4753.1621
0.512066,1541,4770.269513
0.068057,1438,4786.33448
-0.218034,665,4794.586008
0.472842,1510,4810.943159
0.110023,1252,4825.204951
0.60618,1349,4840.832817
0.143711,1664,4859.431377
-0.231113,1176,4872.456592
0.226167,1744,4892.480951
0.309,1694,4911.224027
0.239053,944,4921.672947
0.287737,1284,4936.079718
0.117792,1217,4950.324438
0.323538,1516,4967.738504
-0.10633,562,4973.786605
0.261527,1872,4995.142853
0.345843,1615,5012.927752
0.334404,1323,5028.513247
0.190557,1210,5041.834614
0.612729,1188,5054.949746
0.275667,1415,5070.977744
0.579284,1384,5086.741742
0.026737,1204,5100.732198
0.108948,1545,5118.005459
0.645285,1036,5129.437844
-0.141121,894,5139.635998
0.280799,1803,5159.928066
0.700057,766,5168.472109
0.216936,1406,5184.451507
0.723605,686,5191.894493
0.004855,1280,5206.341065
0.706798,1044,5218.223797
0.763657,674,5226.556163
0.510905,1742,5245.708246
0.125314,1421,5261.737666
0.330699,1289,5276.10279
0.457393,1555,5293.628951
-0.009138,1069,5306.342307
0.215816,1193,5319.674334
0.646038,1059,5331.525176
0.703339,958,5342.906045
0.60898,1517,5360.448152
0.610399,1068,5372.410142
0.345843,1051,5384.074445
0.710556,942,5395.380213
0.339808,1375,5410.300748
0.554536,1153,5423.308679
0.710399,1068,5436.210798
0.176396,997,5447.535115
0.727859,1017,5458.042445
-0.068591,654,5466.28741
0.234783,1668,5485.204688
0.229488,1794,5505.595555
0.661008,1211,5518.904334
0.630074,653,5526.26883
0.350908,1934,5548.259028
0.524743,1111,5561.224242
0.636095,1400,5577.372226
0.138807,1336,5592.059631
0.495211,1565,5610.276464
0.078926,1364,5625.161508
0.35094,1744,5645.407924
0.214692,1529,5662.928793
0.238783,1508,5680.531355
0.333737,1794,5701.110355
0.316495,1605,5719.228808
0.648652,992,5730.812575
0.649382,871,5740.983668
0.459442,1918,5762.896558
0.217167,1456,5779.228391
0.116368,916,5789.517645
0.224816,1835,5810.932675
0.10665,1483,5827.290935
0.523801,1685,5846.542442
0.197701,1698,5866.736525
0.341843,1994,5889.344254
-0.049531,1164,5902.705413
0.181043,1008,5914.503131
0.072728,1073,5926.726429
0.199396,1334,5942.837764
0.315308,1812,5963.469961
0.499361,1234,5977.796097
0.220167,1560,5995.417805
-0.042298,865,6005.651303
0.562146,1385,6021.349336
0.411042,2071,6046.860092
0.482422,1383,6062.311504
-0.149159,665,6071.12075
0.192297,1354,6086.681167
0.31545,1321,6102.924686
0.191396,1612,6121.137904
0.462047,1236,6136.181577
0.298153,1188,6149.90375
0.54239,1376,6166.276056
0.238783,1363,6181.505914
0.641866,1250,6196.312358
0.49922,1185,6210.877605
0.547812,1603,6229.726599
0.675554,807,6239.033972
0.173921,1299,6254.728941
0.183059,1352,6271.971792
-0.046298,1189,6286.461039
-0.046422,1148,6300.345589
0.324621,1633,6320.57874
0.064305,1161,6334.803717
-0.046298,1265,6350.367739
0.304984,1155,6364.184059
0.552836,1486,6382.402914
0.34358,1649,6402.175427
0.031518,1426,6419.761273
0.527707,1448,6436.792685
0.522325,1260,6452.930313
0.160792,1057,6465.704679
0.18423,1321,6480.950158
0.517156,1557,6500.372833
-0.033295,1023,6512.400909
0.148921,1371,6528.182647
0.208816,1223,6543.01656
0.219661,1583,6561.588888
0.03032,905,6572.344295
0.609694,1170,6586.347723
0.175322,1469,6604.659519
0.216277,1609,6623.245321
0.237816,1146,6637.04598
0.277799,1361,6653.780116
0.543566,1614,6673.794941
0.243053,1499,6691.653608
0.213167,1357,6708.243165
0.326042,1295,6723.611863
0.151711,1317,6739.118014
0.516108,1549,6758.120038
0.379201,1749,6780.056337
0.022402,992,6792.795049
0.648528,1214,6807.28849
0.211936,1619,6827.694409
0.137807,1243,6843.261644
0.505683,1561,6862.33754
0.266384,1782,6883.896337
0.563972,1205,6897.962988
0.247688,1167,6911.682166
-0.126406,1230,6926.942385
0.073139,1229,6942.216841
0.462078,1833,6964.294891
0.072305,968,6975.485491
-0.303704,1037,6989.284021
0.189866,1471,7006.845556
0.560254,1267,7022.318356
0.256378,1528,7041.094508
0.477552,1404,7058.318071
0.318495,1434,7075.671412
0.528897,1351,7092.347734
-0.055531,1215,7106.720792
0.211432,1247,7122.442802
0.322206,2065,7147.862244
0.651042,1150,7161.896031
0.397997,1637,7182.175039
0.452,2197,7208.789288
0.304924,1508,7227.168281
-0.022298,1393,7244.104225
0.54089,1237,7258.113696
