#{"t_start": 1680618620.7559795, "env_id": null}
r,l,t
0.200014,1348,2314.339321
0.323404,1409,2330.011831
0.200866,1351,2344.571839
-0.037295,846,2354.386574
0.033887,958,2364.580277
0.203816,1747,2384.601385
0.439554,1623,2402.791712
0.505536,1153,2415.609717
0.639946,965,2425.808977
0.263378,1611,2444.386671
0.35697,2110,2467.597784
0.593924,1365,2483.211725
0.294153,1578,2500.66514
0.129589,1265,2514.792779
0.342808,1371,2530.450405
0.459706,1495,2547.243704
0.165883,1549,2564.340706
0.748146,1005,2575.517581
0.272598,1897,2595.86347
0.61304,990,2607.1025
0.701299,999,2618.419673
-0.168979,708,2626.749118
0.547525,1776,2645.750216
0.127238,1138,2658.552658
0.01455,1097,2671.216142
0.394398,1907,2692.375481
0.55779,1317,2706.771853
0.244688,1479,2723.476498
0.184714,1573,2740.959482
-0.132121,734,2749.267291
0.538103,1516,2765.265745
0.591688,1403,2781.013391
0.470698,1604,2799.269643
0.619625,1360,2815.114552
0.254357,1175,2827.960162
0.181866,1394,2843.667412
0.148711,1542,2860.991462
0.279598,1853,2881.339459
0.709453,790,2889.997918
0.327538,1286,2904.264915
0.213866,1148,2917.045278
0.610535,1177,2930.745738
0.583523,1118,2942.460586
-0.030406,1056,2954.928973
0.012855,1012,2965.297302
0.521215,1483,2982.111494
0.568735,1277,2996.481133
0.275799,1557,3013.821219
0.735161,822,3023.64445
0.056959,1312,3038.188463
0.621268,1108,3050.812332
0.031643,914,3060.844405
0.711775,658,3068.10182
0.354908,1712,3086.895479
-0.055674,691,3095.040213
0.155783,1740,3113.868566
0.380808,1701,3132.514032
0.122057,1691,3152.177094
0.329621,1756,3171.370746
-0.039345,1536,3188.743802
0.349908,1537,3206.863789
0.171701,1385,3222.977244
-0.255979,550,3229.01437
0.25222,1235,3243.342491
0.431394,1113,3256.400972
-0.055674,1168,3269.631295
0.209734,995,3281.366872
0.592974,1379,3297.545812
0.493336,1643,3316.21533
0.350908,2332,3345.240472
0.567621,1226,3359.541054
-0.10333,793,3368.860226
0.504336,1428,3385.87696
0.372503,1397,3402.857622
-0.080274,863,3413.338414
-0.344,634,3420.976663
0.245936,1910,3444.304152
-0.222029,851,3454.941708
0.276799,1524,3473.314224
0.508367,1398,3490.180472
0.702913,1038,3502.584128
0.115344,886,3513.329985
-0.016623,866,3523.175437
0.519186,1392,3539.87995
0.559644,1367,3555.724008
0.327357,1695,3574.775268
0.284924,1459,3590.943354
0.164883,1343,3606.472889
0.169124,1271,3620.732256
0.547736,1297,3635.102288
0.059959,1036,3646.758652
0.539712,1182,3659.690002
0.242053,1589,3677.940206
0.293,1045,3689.477275
0.303206,1952,3711.130021
0.542305,1228,3725.480621
0.082816,1350,3740.266379
0.525706,1764,3760.557764
-0.339,812,3769.417004
0.160863,1336,3784.862963
0.214816,1404,3800.87008
0.484089,1508,3817.952863
0.212816,1036,3829.51083
0.492907,1684,3848.097835
0.04232,757,3856.736087
0.468873,1846,3877.175189
0.463661,1904,3898.582095
0.153495,991,3909.935878
0.351908,1409,3925.677292
0.504639,1396,3941.387966
-0.174979,1216,3954.432307
0.206936,2156,3978.541353
-0.129489,967,3989.617544
0.306357,1365,4004.039127
0.286843,1085,4016.77083
0.339808,1560,4033.779168
0.532215,1483,4050.75332
0.205157,1057,4062.256232
0.348876,2064,4085.411986
0.518597,1389,4101.571816
0.308404,1471,4117.926887
0.304598,1534,4135.251557
0.36294,1991,4158.657088
0.513228,1617,4176.285868
0.275799,1476,4193.686048
0.613735,1425,4209.753175
-0.318,488,4215.387849
0.284042,1774,4235.880855
0.31745,1780,4256.223096
0.536035,1343,4271.246876
-0.014502,1124,4284.156912
0.007855,1232,4298.442945
0.015402,1205,4311.644536
0.338808,1610,4329.965881
0.331,1364,4344.65927
-0.226288,540,4350.540172
0.682937,823,4360.260408
0.351495,1449,4376.167305
0.075538,1225,4390.15775
-0.012623,894,4400.186935
-0.128312,678,4407.536257
0.229688,1786,4427.843964
0.565498,1319,4442.448023
0.299924,1555,4460.767282
0.353,1778,4479.886486
0.572246,1523,4496.984212
0.256053,1333,4512.589777
0.519826,1543,4529.82511
0.525038,1558,4546.995473
-0.131677,597,4553.945785
0.213053,1837,4574.338006
0.342737,1377,4590.281551
0.224014,1015,4601.802322
0.218053,1401,4617.741273
0.642726,1039,4629.35757
0.326699,1785,4649.969762
0.346876,1681,4668.759501
0.236876,1543,4685.835168
0.559411,1435,4701.71729
-0.038295,1157,4714.733729
0.282667,1504,4731.762348
0.100238,1240,4745.774797
0.058959,968,4755.965584
0.594048,1016,4767.325559
0.021881,1297,4781.761109
-0.228288,1025,4793.331769
-0.088708,940,4804.576564
0.130057,1455,4820.751041
0.48704,1575,4838.143841
0.456971,1983,4860.792013
0.10865,1609,4878.309065
0.54534,1616,4896.912959
0.159515,1182,4909.959286
-0.143979,892,4920.126445
0.542023,1461,4936.181
0.133807,996,4947.600741
0.35697,2458,4975.431337
0.345171,1832,4996.736528
0.158711,1136,5009.727741
0.020518,1108,5021.687951
0.039887,912,5031.833446
0.174515,833,5041.783614
0.265527,1359,5057.435749
0.284667,1244,5070.926743
0.294908,1524,5088.142932
0.330699,2310,5114.055023
-0.106719,904,5124.059486
0.217866,1281,5138.435498
0.201564,1475,5155.647048
-0.076913,960,5165.915907
0.342737,1559,5184.279507
0.186557,1305,5198.804096
0.196396,1001,5210.485525
0.002402,869,5219.627495
0.617464,1340,5235.344855
0.548457,1580,5252.998708
0.225277,1117,5265.86364
0.075139,940,5276.015789
0.24722,1232,5290.42326
0.330495,1608,5307.998961
0.070971,807,5317.924624
0.001538,1488,5334.317499
0.146432,1142,5347.37343
0.151564,1361,5363.310552
0.112948,904,5373.805174
0.38994,1564,5391.179842
0.060959,1380,5407.218138
0.739151,944,5417.352648
-0.044674,698,5425.854716
0.513624,1570,5443.462951
0.591394,1113,5456.235886
0.348908,1997,5478.166418
0.276734,1689,5498.008374
0.114238,1600,5515.875891
0.050994,946,5526.341105
0.224167,1521,5543.925457
0.007855,1339,5559.717654
0.72155,967,5570.088306
0.318495,1693,5590.152556
0.577974,1379,5604.839877
0.630047,1236,5619.145925
0.531996,1469,5635.419594
0.14923,1361,5651.407179
-0.163979,664,5658.75169
0.10865,936,5670.03071
0.127564,1274,5684.842259
0.534849,1478,5701.320359
0.455318,1863,5723.252352
0.117028,1056,5735.210043
0.38197,1626,5754.010552
0.219714,1269,5767.665929
0.655889,1145,5780.803939
0.625551,1305,5796.64609
0.494668,1536,5813.893469
0.339773,1801,5834.462299
0.157921,1094,5846.485441
-0.108,648,5853.817877
0.321538,2205,5880.155851
0.18123,1195,5893.565651
0.312984,1430,5910.001549
0.552189,1274,5924.918439
0.504273,1573,5942.978764
0.513394,1530,5960.642339
0.151711,1690,5979.621541
0.053737,1301,5995.220558
0.311308,1408,6011.404044
0.658859,1017,6023.911777
0.598341,1273,6037.852624
0.623147,1229,6053.17798
0.54374,1471,6071.05075
0.550784,1366,6086.662166
0.625923,1576,6105.838936
0.489721,1774,6125.765044
0.243167,1372,6142.469951
-0.047345,1203,6157.091837
0.157124,1357,6172.326341
0.335773,1401,6188.710562
-0.046345,880,6199.241096
0.386843,1191,6212.734009
-0.149979,789,6222.073931
0.533633,1725,6243.351528
0.33045,1348,6259.25249
0.156515,1036,6273.220727
0.490485,1473,6291.079361
0.138043,1894,6314.21196
0.224488,1309,6330.077116
0.498047,1236,6345.642523
0.199432,1182,6359.568032
0.517394,1530,6377.902562
0.245965,1472,6395.022805
0.055959,1194,6410.174639
0.167059,1391,6427.446969
0.089023,1753,6448.307793
0.193014,1522,6467.163244
-0.10233,1037,6479.363653
-0.007771,1101,6492.93044
0.316495,2071,6517.341322
0.11065,1157,6531.181228
0.141272,1269,6546.131521
0.220863,981,6558.179942
0.17523,1758,6578.709491
0.116692,1384,6595.657822
0.538275,1556,6613.890005
0.218714,1406,6630.900028
0.051484,1039,6644.361705
0.605711,1251,6658.517557
0.35597,2063,6683.748919
0.326699,1464,6702.070714
0.232589,1389,6718.842746
-0.102675,1077,6731.168333
0.2563,1244,6746.737095
0.211564,1208,6761.188973
0.064484,1556,6780.164337
0.266621,1545,6799.371942
0.565492,998,6811.949025
0.139043,1039,6824.717365
-0.168979,762,6834.103423
0.020518,883,6845.137253
0.102344,1504,6863.901331
0.567957,1493,6882.153715
0.63883,1122,6894.813267
0.362224,1909,6917.901238
0.689024,882,6928.590664
0.242053,1573,6948.32996
0.497589,1659,6967.623891
0.234876,1826,6990.968825
-0.138189,1393,7008.152118
0.142272,1390,7024.218842
0.143495,1419,7042.405694
-0.115295,864,7052.304229
0.504529,1375,7069.399621
0.558812,1603,7089.222453
0.145053,1254,7103.628037
0.201692,1203,7119.142464
0.298258,1920,7143.018729
0.082728,883,7153.933899
-0.088675,1173,7168.126853
0.234053,1523,7186.759635
0.048887,1040,7199.33025
0.476213,1769,7220.954556
-0.042298,1436,7238.122848
-0.134121,799,7247.520976
0.197564,1245,7262.585545
0.18023,1116,7276.29621
