#{"t_start": 1680618620.6389818, "env_id": null}
r,l,t
0.351908,1346,1353.370824
0.595193,1161,1367.482863
0.28722,1082,1380.224339
0.18123,1297,1397.291941
0.498946,1372,1413.77015
0.641458,993,1426.159294
-0.011138,1067,1438.665096
-0.091118,973,1450.815346
0.616494,1073,1463.405841
-0.009138,1551,1481.89978
0.418413,2162,1508.086151
0.498291,1300,1524.656718
-0.132312,1184,1539.14931
0.157519,867,1550.305733
-0.045422,1286,1566.826562
0.591026,1168,1581.846705
0.440786,2171,1608.258949
0.520472,1513,1625.669055
-0.172979,709,1633.205948
0.247138,1856,1655.306344
0.085302,1275,1669.806375
0.505275,1556,1687.321647
-0.049422,1251,1700.936847
0.241277,1687,1721.825319
-0.080775,1009,1733.425359
0.339773,2130,1757.368254
0.353,1676,1776.878854
-0.027406,1134,1790.26054
0.566757,1331,1805.013565
0.344908,1494,1822.522331
0.306308,1230,1836.941397
0.288984,1596,1854.46076
0.257138,1538,1871.972515
0.33945,1451,1889.25317
0.437615,1916,1911.55495
0.565625,1360,1926.597812
0.150043,1098,1939.801508
0.564624,1089,1951.840286
0.497669,1018,1963.649482
0.282598,1678,1983.220871
0.504886,1276,1998.411935
0.180272,1422,2016.822866
0.600838,1447,2036.182843
0.004498,1052,2048.219025
0.359808,1428,2064.323708
-0.32,375,2068.575828
0.439322,1852,2088.972373
0.271799,1331,2104.409944
0.810087,696,2111.869091
0.420892,1835,2133.21384
0.192876,1311,2147.671219
0.499712,1182,2160.581619
0.432751,2186,2184.641468
-0.112719,1059,2196.261734
0.463806,1657,2214.680877
0.079139,970,2225.825225
0.395322,1391,2241.363533
0.479294,1203,2254.57263
0.602611,785,2263.270389
0.333737,1712,2283.018854
-0.022623,904,2292.962477
0.030737,1366,2308.552206
0.35497,1320,2323.071759
0.531207,1499,2340.015595
0.332357,1169,2352.89474
0.359908,1680,2371.595456
0.104344,1066,2383.284884
0.10465,1639,2401.584393
0.082484,1340,2416.021712
0.36797,1754,2435.73924
-0.005138,1246,2450.168274
0.07087,1155,2463.198428
0.303206,1754,2483.065725
0.350843,1984,2504.867535
0.427718,1892,2526.203884
0.510801,1560,2543.25869
0.138043,1291,2557.573552
0.461096,1922,2578.746422
0.517776,1395,2594.379618
0.349843,1375,2609.894842
0.295153,1552,2627.091301
0.026136,1246,2641.209064
0.322621,1939,2662.811544
0.394317,1451,2678.515333
0.492698,1604,2696.70879
0.278924,1657,2715.078841
0.318538,1690,2733.832232
0.223277,1682,2752.350108
0.282378,1214,2765.367742
0.139807,1575,2783.717285
0.307258,1302,2797.980287
0.486207,1499,2815.256545
0.35597,1793,2835.134498
0.551242,1842,2855.401994
0.238688,1561,2872.857553
0.345843,1393,2888.577987
0.181396,1827,2908.621745
0.607487,1246,2922.715648
0.319538,2221,2946.88049
-0.006357,859,2956.781573
0.251138,1305,2971.003185
0.481107,1740,2990.839801
-0.123312,992,3002.128759
0.508156,1663,3020.880898
0.314538,1756,3040.043102
0.058959,1068,3052.440571
0.150711,1324,3066.940361
0.159711,1803,3087.028478
0.585876,1181,3099.986678
0.377808,1241,3113.967553
0.540566,1189,3126.86158
0.069728,1219,3140.925849
0.600509,1669,3159.724677
-0.037295,1060,3171.423743
0.618339,958,3182.710151
0.622764,1134,3196.194293
0.305042,1624,3214.154248
0.260527,1728,3234.664652
0.481874,1049,3246.37969
0.65758,1067,3258.278278
-0.016113,904,3268.486764
-0.058674,1099,3281.62087
0.491447,1450,3298.06781
0.428058,1844,3320.717588
0.698148,787,3330.092698
0.31858,1562,3348.716605
0.078926,1059,3361.238763
0.359843,1560,3380.874
0.502781,1847,3402.734621
0.691855,713,3411.611251
0.118238,1222,3425.777759
0.188014,997,3438.01853
0.090538,945,3449.202473
0.246384,1390,3466.052861
0.077139,1086,3479.573169
0.335699,1862,3501.394958
0.464939,1782,3523.15543
0.62269,1050,3535.631713
0.021518,946,3547.095709
0.215936,1267,3561.396742
0.513465,1347,3576.319794
0.35297,1811,3596.617183
0.519031,1533,3613.87238
0.174883,1242,3627.988656
0.25622,1188,3641.065667
0.172059,906,3651.169336
-0.34,721,3659.463184
0.747003,762,3668.154613
0.154495,1216,3681.229372
0.128948,1260,3695.422174
0.099668,777,3704.031497
-0.142121,1023,3715.677605
0.146921,961,3726.991831
0.57594,1199,3740.269376
0.188396,1301,3754.897425
-0.03006,567,3761.893308
0.692102,712,3769.424999
0.455781,1847,3790.664772
0.300258,1809,3811.040801
0.341843,1899,3832.481233
0.341843,1632,3849.928638
0.322495,1664,3868.770719
0.320621,2093,3892.725729
-0.17135,761,3901.376631
-0.017623,1199,3914.393168
0.114028,1488,3931.396403
0.519613,1520,3948.46403
0.219816,1189,3961.493431
0.250053,1671,3979.933534
0.435485,1473,3995.708635
0.176059,1280,4010.047694
0.292153,1430,4026.601229
0.271799,1391,4041.185238
0.54049,1062,4053.820458
0.613783,1028,4065.184355
0.665866,1250,4079.416031
0.342843,1613,4097.138807
0.337773,1665,4116.448284
0.444995,1302,4131.073246
0.044437,819,4140.923382
0.128314,1639,4160.011948
0.628031,1174,4173.147782
0.565522,1312,4187.922125
0.270378,1639,4206.804687
0.245384,1713,4225.907821
0.374428,1840,4247.541151
0.637439,1299,4262.225565
0.052484,766,4271.075873
0.174396,1107,4282.958671
0.277138,1603,4301.55994
0.20223,934,4311.802535
0.486556,1641,4330.256876
0.552124,1524,4347.41449
0.059484,1112,4360.174406
0.222936,1475,4376.1843
0.633735,1094,4388.746342
0.058421,1266,4403.029185
0.210053,1406,4417.986281
0.185965,1231,4432.277259
0.062807,1419,4448.324383
0.508452,1829,4468.539616
-0.022502,1029,4480.926671
-0.160677,820,4489.686517
0.190714,1311,4504.280422
0.35158,1545,4521.643393
0.487483,1688,4540.181256
0.593282,1280,4554.500089
0.051994,1332,4569.999135
0.345876,1373,4585.792443
0.602755,1352,4600.728849
0.300667,1548,4618.193272
-0.090118,1392,4634.015784
0.427311,1768,4654.539
0.553726,1595,4671.940376
0.149272,1376,4687.430506
0.35294,1954,4709.189516
0.514337,1506,4726.336379
0.540996,1469,4743.094921
0.594071,1430,4758.815562
0.676048,1016,4770.119859
0.257621,1528,4787.419477
0.438341,1581,4804.969558
0.56008,1138,4818.07017
0.619518,1233,4832.153005
0.170124,1088,4843.862431
0.553539,1457,4859.859547
0.47302,1731,4879.737089
0.172059,1257,4894.131492
0.123519,972,4904.430294
-0.005942,938,4915.504269
0.008377,999,4926.302793
0.04732,884,4936.261975
0.241053,1620,4955.020339
0.524547,1537,4972.490345
0.238277,1370,4988.048973
0.180396,1216,5001.33732
0.342773,1633,5020.199581
-0.024295,1204,5033.43136
0.342737,1720,5053.358343
0.139272,1244,5067.700262
0.615308,1063,5079.457165
0.026402,1072,5091.188671
0.348737,1902,5112.628191
-0.038422,573,5119.527797
0.066994,1238,5132.644832
0.415688,1403,5148.768578
0.589617,1201,5162.822095
0.386879,2463,5190.398996
0.470907,1703,5209.411716
0.485447,1450,5225.659635
0.573464,1340,5241.383891
0.350876,1958,5263.332421
0.223488,1612,5281.828029
0.222053,1593,5299.466769
-0.172979,1537,5316.860918
0.245138,1608,5335.651158
0.171495,1059,5347.447425
0.513668,1536,5365.097366
0.32258,1579,5382.829882
0.234589,1648,5401.77091
0.173883,1313,5417.137416
-0.082274,891,5427.304768
-0.174979,928,5437.791759
0.292734,1348,5452.317284
0.582465,1347,5468.009721
0.734636,898,5478.088413
0.659324,890,5488.283042
0.472914,1193,5501.471302
0.38097,1279,5516.063874
0.085668,1120,5529.08496
0.330737,1454,5545.42124
0.412189,2224,5571.325786
0.654755,1352,5586.199504
0.144272,1382,5601.986375
0.229688,1529,5619.258923
0.346908,1668,5638.254016
0.502279,1436,5654.425675
-0.167677,726,5663.044789
0.641984,1043,5674.76176
0.17123,1229,5689.38934
0.268734,1517,5706.072299
0.037437,1057,5719.08229
0.35597,1936,5741.154665
0.210936,1466,5757.410136
0.419046,2153,5782.19117
0.343876,1381,5798.365305
0.627,1011,5809.7913
0.023881,1231,5823.217641
0.688042,1150,5836.440228
0.323042,1528,5853.955873
0.249965,1525,5871.718887
0.354773,1293,5886.547232
0.551633,1725,5907.029814
0.321404,1382,5923.323296
-0.037282,813,5932.576401
-0.17335,763,5941.464988
0.342699,1315,5956.341608
0.308404,1885,5978.007095
0.586254,1267,5992.486754
0.731673,1061,6004.448484
0.250589,1280,6019.400978
0.265667,1332,6036.009222
0.337773,1984,6059.219807
0.334661,1553,6077.600819
0.341773,1841,6100.04868
0.240488,1307,6114.99615
0.492229,1287,6130.221814
0.594463,1227,6144.164535
0.030136,1168,6158.707849
0.131807,1053,6170.729786
0.119028,630,6178.179433
-0.128489,776,6187.112056
0.35494,2215,6212.746005
0.159495,1012,6225.050049
0.038136,916,6235.951915
0.536907,1358,6252.837261
0.623673,1061,6265.579573
0.450859,1568,6284.908381
0.295808,1100,6298.648661
0.175557,1052,6311.369881
0.200432,1493,6330.031112
0.518529,1375,6346.126515
0.342773,1762,6367.548955
0.499082,1315,6383.958593
0.39094,1457,6400.943259
0.052484,1130,6415.133628
0.522204,1429,6432.258351
0.267378,1077,6445.258145
0.467265,1831,6468.595058
0.03632,759,6477.577673
0.415039,1958,6500.61683
0.163701,1216,6514.456945
0.226157,929,6526.406682
0.079959,827,6535.777077
0.31645,1615,6555.140184
0.54814,959,6566.178476
0.313357,1780,6587.833418
0.225564,1254,6603.264995
0.350843,1381,6619.803588
0.477812,1603,6638.579424
0.092368,1430,6655.57731
-0.168677,791,6665.908994
0.528735,1724,6686.847468
0.498842,1510,6705.189514
0.179557,1149,6719.016743
0.178557,983,6729.952482
-0.142121,1093,6743.869265
0.289098,1745,6765.673197
0.243876,1213,6780.129334
0.271799,1386,6797.633291
0.566939,955,6808.98189
0.154043,1318,6826.036094
-0.086,607,6832.699662
0.563811,1206,6848.263444
0.609688,1213,6862.639539
0.288042,1609,6882.410715
0.31958,1708,6902.741347
0.345908,1937,6925.711095
0.038737,989,6937.971588
0.514439,1299,6953.6582
0.04532,832,6964.301888
0.346876,1792,6986.230678
0.369737,1432,7003.889944
0.488047,1664,7024.034842
0.631268,1108,7037.939428
0.180495,878,7047.721819
0.188921,1141,7061.846129
0.298984,1454,7080.159431
-0.129489,1037,7092.556727
0.32051,2001,7116.460563
0.50853,1726,7138.550243
0.476568,1650,7158.80537
0.347,2164,7185.313065
0.237816,2001,7209.119283
0.34794,1571,7228.798976
-0.083675,839,7238.399153
0.303357,1787,7259.701137
