#{"t_start": 1680618620.5349822, "env_id": null}
r,l,t
-0.044345,901,4516.000974
0.167883,1368,4531.585924
0.335773,1563,4548.844691
0.466269,1920,4570.345135
0.008855,1086,4583.138252
0.51341,1767,4603.449596
0.134043,1691,4622.456842
0.458607,1346,4637.203973
0.728215,900,4647.647573
0.021881,1221,4661.729426
0.646557,1252,4675.96687
0.532706,1495,4691.924966
0.217277,1241,4706.247124
0.508811,1206,4719.482471
0.270598,1409,4735.074966
0.439135,1981,4757.485094
0.576995,1302,4771.897727
0.502181,1335,4787.464476
0.176059,1162,4800.515446
0.153124,1519,4817.95117
0.332621,2309,4843.701416
0.324661,1545,4860.983007
0.032737,1402,4876.839892
0.472529,1807,4897.035953
0.505624,1570,4914.387007
0.326661,1808,4934.827081
0.57339,1376,4950.579439
0.524841,1594,4968.299503
0.483006,1741,4988.21197
-0.121489,916,4998.519326
0.18023,1581,5016.166409
0.211297,1119,5029.045728
0.134807,1190,5042.244612
0.251138,1121,5055.102743
0.337773,1725,5075.130495
0.76264,647,5082.386138
0.478803,1704,5101.194198
0.161792,1080,5112.910315
0.735003,762,5121.424225
0.522147,1407,5137.301287
0.587642,1245,5151.690204
0.60636,1443,5167.605267
0.06287,1154,5180.6469
0.098926,1261,5195.044199
0.351326,1728,5215.255989
0.569762,1066,5227.075678
0.520698,1381,5242.859142
0.606955,1006,5254.483362
0.461047,1855,5274.79125
0.460597,1389,5290.798057
0.39797,1782,5310.985806
0.189866,1336,5325.973648
-0.007623,1008,5337.363266
0.340206,1660,5356.572809
0.48075,1345,5372.469926
0.266138,1365,5387.254716
0.466624,1806,5408.679072
-0.043345,731,5416.204696
0.477815,1310,5431.968788
0.694265,844,5440.870117
0.331538,2129,5465.153203
0.613811,1206,5478.325413
0.423455,1717,5498.278373
-0.245923,1193,5511.695644
0.074484,1316,5526.462827
0.614219,1114,5539.513687
0.136043,1298,5554.171403
0.229167,1246,5568.650827
0.187557,1795,5589.095341
0.599668,1374,5604.684873
0.492923,1576,5622.234624
0.596422,1136,5635.306347
0.071421,1124,5648.295425
0.000402,901,5658.593491
0.758645,811,5667.525487
0.252488,1111,5680.703352
0.544255,1222,5694.107345
0.11565,978,5705.746945
0.431188,1898,5727.809695
0.635139,954,5738.481991
0.508543,1434,5754.592428
0.045971,1076,5767.457963
0.35894,1817,5788.039174
0.516551,1632,5806.85286
0.623126,1064,5818.56877
0.305984,1271,5833.28462
-0.150268,721,5840.905219
0.47923,1853,5862.669937
0.119936,1275,5877.552455
0.425672,1999,5900.94608
0.5119,1752,5920.666188
0.36794,1415,5937.2164
0.822401,614,5944.546984
0.512924,1924,5966.507948
-0.043298,1268,5981.052058
0.214167,1737,6001.260277
0.475352,1718,6021.28685
0.265453,1817,6042.673456
0.35197,1579,6062.035438
0.295924,2182,6088.071027
0.703221,1058,6100.298678
0.224384,1889,6122.557107
0.559914,1001,6133.57758
0.643215,900,6144.276534
0.259384,1142,6157.747023
0.173396,1391,6174.053352
0.496446,1642,6193.3997
0.137792,1478,6211.115602
0.079538,1000,6222.277927
0.24722,1359,6239.064489
0.155314,1101,6252.877259
0.220277,1691,6273.626719
-0.057623,1174,6288.141941
0.183322,1202,6302.138001
0.477904,1762,6323.976152
0.339843,1684,6344.669239
0.452762,1586,6364.194056
0.692593,1078,6376.667487
0.723344,948,6388.713135
0.280984,1786,6409.199019
0.215714,1298,6426.196382
0.131057,1165,6440.076642
0.564551,1305,6456.376497
0.659598,982,6468.684055
0.620668,1374,6484.172106
0.67507,854,6494.765885
-0.346,677,6502.479073
0.700528,577,6509.757691
0.238053,1302,6525.169837
0.089023,1563,6543.374559
-0.149111,1110,6556.931417
0.185322,1700,6577.216203
-0.135121,962,6589.221593
-0.339,770,6598.652669
0.248495,1765,6618.751398
0.452182,1921,6642.034839
0.336538,2305,6669.776224
0.230688,1678,6691.416605
0.59298,1282,6706.72366
0.146921,1287,6722.147993
0.479047,1946,6745.467303
0.313357,1696,6766.038196
0.581554,807,6775.622432
0.318924,1567,6795.989762
0.670478,894,6807.084485
0.32158,1460,6824.755363
0.153322,1156,6838.955743
0.334621,1672,6859.535887
0.343773,1596,6879.214252
0.602528,1159,6893.1659
0.112703,922,6904.186761
0.057484,1119,6917.707233
0.239876,1489,6935.015982
0.190866,1396,6952.128572
0.338621,1951,6975.63249
0.589668,1456,6994.47972
-0.053674,1073,7007.079554
0.5772,1155,7021.077112
0.14065,1285,7036.832731
0.679005,901,7047.709272
0.189515,1374,7064.904315
0.2533,1728,7085.216779
0.263138,1279,7100.762434
0.531219,1626,7121.197615
0.417875,1913,7145.021642
0.165792,1282,7160.562574
0.787483,588,7168.28985
-0.161979,901,7179.210262
0.53139,1572,7198.08008
0.697722,1002,7210.548492
0.537207,1499,7228.86597
0.095668,1048,7241.318922
0.084302,1211,7255.369863
0.097023,1270,7270.621816
