#{"t_start": 1680618620.87198, "env_id": null}
r,l,t
0.127057,1409,4299.783131
0.611146,1103,4311.664804
0.211692,1382,4327.18371
0.475016,1438,4343.163805
0.569522,1312,4358.549224
0.144564,1086,4370.164369
0.062421,910,4380.274095
0.334699,1442,4396.093095
0.290984,1894,4417.643284
0.213053,1462,4434.754462
0.563082,1492,4451.063373
0.771115,770,4459.642329
-0.144979,691,4467.95562
0.366843,1677,4486.62888
0.346843,1472,4502.659477
0.177701,1084,4515.364976
0.065994,954,4525.671387
0.590724,1023,4537.07248
0.163515,1268,4551.3118
0.576766,1359,4566.84164
0.50209,1092,4578.724882
0.660879,878,4588.93313
0.42241,1458,4605.954749
0.347773,1476,4622.255845
0.617169,1042,4633.861786
0.648821,767,4642.830312
0.164883,1698,4662.645934
0.610492,998,4673.051497
0.563364,1369,4688.638286
0.623979,859,4698.520303
0.468338,1413,4714.445454
0.470061,1692,4733.106452
0.62677,1324,4747.483349
0.534079,1288,4761.663649
0.513885,1296,4777.03916
0.323042,1364,4791.838922
0.281598,1294,4806.318435
0.296667,883,4816.502091
0.606338,1085,4829.040573
0.477196,1173,4842.124003
0.311808,1373,4857.756582
0.297924,1551,4875.086441
0.847268,546,4880.892138
0.54241,1458,4897.025957
-0.35,573,4903.928208
0.116519,1295,4918.445863
0.114344,1382,4934.286082
0.494432,1279,4948.687444
0.660228,1143,4961.84862
0.610726,1039,4973.540606
0.215053,1575,4990.772657
0.077538,1311,5005.465507
0.433718,1892,5027.13357
0.335808,1631,5045.876309
0.454595,1512,5062.956296
0.425896,1936,5084.912547
0.350699,1291,5099.263382
0.356843,1467,5115.354568
0.49375,1345,5130.799968
0.651026,1168,5143.969769
0.468331,1247,5158.223407
0.321621,1974,5180.152905
-0.342,673,5187.397099
0.596621,1226,5201.680234
0.197936,1591,5219.533495
0.338773,1836,5241.019891
0.272799,1723,5260.111723
0.065971,731,5268.670165
0.205557,996,5279.99167
0.129564,1372,5294.881505
0.132688,1406,5310.810259
0.435927,1454,5328.07398
0.475891,1620,5345.851937
0.33097,1550,5363.497715
0.178714,1645,5382.524885
0.074728,1064,5395.234213
0.35097,1883,5415.894696
0.52148,1326,5431.742793
0.130807,1822,5451.898288
0.484849,1478,5468.096723
0.310863,1776,5488.305042
0.238965,1250,5502.666583
-0.036295,1034,5514.390511
0.36794,1595,5533.146094
0.524597,1389,5549.112147
0.323206,1452,5565.466294
0.48138,1466,5581.754152
0.454806,1577,5600.076176
0.517071,1430,5616.078887
0.187714,1284,5630.658033
0.004139,1027,5642.31416
0.606265,1241,5656.814892
0.529465,1347,5671.624127
0.303357,1455,5688.154113
0.225589,1565,5706.948527
0.2543,1563,5724.798665
-0.237288,741,5733.572307
0.176557,1176,5746.787208
0.487355,1041,5758.54437
0.224866,936,5768.904255
0.330737,1837,5790.603365
0.563131,1281,5805.137164
0.18223,1097,5816.998405
0.463326,1728,5837.308693
0.217621,1462,5853.635874
0.307308,1525,5871.375543
0.10965,1353,5887.466829
-0.05906,814,5896.438466
0.163515,1239,5911.195736
0.369737,1041,5923.192297
0.419946,1372,5939.525607
0.657101,1021,5951.273435
0.834697,548,5957.28634
0.054484,1006,5968.836002
0.288984,1984,5990.954224
0.174396,1425,6007.25518
0.606033,1032,6019.278509
0.308357,1572,6038.81702
0.544616,1668,6058.787808
0.498778,1621,6077.455869
0.339773,2076,6102.773686
0.595971,975,6113.479903
0.497927,1454,6131.352545
0.333773,1945,6154.020424
0.078139,1046,6166.158253
-0.121312,993,6177.923434
0.366,1722,6197.665338
0.087668,1125,6210.940607
0.189014,1412,6227.910722
-0.096603,1566,6246.441458
0.697971,975,6258.813319
0.670763,1007,6271.591788
0.739384,848,6281.502282
0.488221,1700,6302.822367
0.185866,1046,6315.593111
0.583338,1004,6328.060878
0.094703,1424,6345.504517
0.135043,1003,6357.724298
0.545504,1368,6373.312768
0.152495,1187,6387.30042
-0.352,740,6396.364987
0.205432,1340,6413.274777
0.530031,1533,6431.92835
0.241783,1606,6451.39042
0.323042,1499,6470.038024
-0.053913,733,6478.950414
-0.129312,858,6488.498443
0.337808,1622,6508.074202
0.321621,1549,6526.490683
0.074139,1295,6541.651359
0.002402,798,6551.810611
0.299,1120,6564.543882
0.350773,1610,6584.358228
0.308042,1186,6598.562002
0.340843,1859,6621.116065
0.358876,1876,6643.179869
-0.126121,841,6653.545789
0.249699,891,6664.354559
0.114519,1230,6678.931521
0.485688,1403,6696.059886
0.263598,1763,6717.372557
0.04349,864,6727.899092
0.38297,1564,6746.778096
0.354773,1757,6768.745655
0.197564,1399,6786.177035
0.121519,1061,6799.05794
0.412553,2118,6825.764096
0.368,2032,6851.011962
0.13165,1074,6863.738331
0.306308,1522,6882.116717
0.126396,1705,6902.433349
0.186984,964,6914.217441
0.669845,991,6925.479099
0.627428,1046,6938.941769
0.456939,1782,6959.757853
0.496791,1612,6979.866807
0.057421,985,6992.470091
0.153272,1276,7008.109123
0.123792,1295,7023.752844
0.191714,1555,7042.530563
0.199714,1036,7055.201091
0.109703,1126,7069.193374
0.659428,988,7081.36042
0.324661,1342,7097.133245
-0.198557,686,7105.140692
0.35094,1381,7122.501989
-0.118,1568,7141.70102
0.099023,1066,7155.442092
0.36597,1885,7178.738757
0.225816,1565,7197.597085
0.31045,1788,7219.352615
0.335737,1389,7236.251952
0.184866,1369,7252.066943
0.201701,1177,7265.740589
