#{"t_start": 1680577201.635132, "env_id": null}
r,l,t
0.467793,1973,558.097428
0.182866,2541,562.734306
0.34258,1726,565.776165
0.606865,1263,568.015717
0.259378,2220,581.871493
0.4237,1754,585.491933
-0.307,1002,587.361678
0.286863,1453,590.413698
-0.119121,888,592.263954
0.462474,2452,606.312788
-0.042282,1510,608.795432
0.190014,2038,612.515585
0.378009,3704,629.1838
0.451541,2132,633.512194
0.525965,1845,637.666425
0.138564,1516,640.932325
0.406721,2216,655.691414
-0.063913,1548,658.055518
-0.095603,1211,660.056268
0.038887,1566,662.82468
0.115948,998,664.607762
0.587913,1038,666.470588
-0.295704,1136,668.545947
-0.179791,978,680.210357
0.554894,1462,682.649643
0.353002,2305,687.172473
0.094368,1475,690.03423
-0.115307,1185,692.387845
0.198297,1996,706.399954
-0.328,1190,708.545261
0.523058,1844,712.304445
0.366737,2019,715.915618
0.194866,1366,718.318925
0.162883,2454,732.494276
0.11165,1628,735.144053
0.490156,1663,738.171277
0.536354,2252,742.291923
0.534632,1258,744.942447
0.188866,1361,757.586746
-0.131189,883,759.444167
0.234688,2769,765.222721
0.005855,1719,768.971338
-0.352,868,770.872081
0.143807,2426,784.931937
-0.201126,1042,786.663939
0.271734,3956,793.732086
-0.047422,1110,795.714514
0.166515,1701,808.730186
-0.042345,2098,812.635902
0.218692,2204,816.881681
0.473438,1679,820.287576
0.251277,1421,832.597006
0.296206,2662,836.921959
-0.282452,1080,838.926415
0.608946,1372,841.399305
-0.096603,1625,844.313953
0.011229,873,845.899704
0.042437,2567,859.961862
0.052881,1062,861.871103
0.17023,1789,865.537169
0.473116,1645,868.75522
-0.002598,1236,881.533493
0.656529,1285,883.755705
0.656593,1135,886.040097
0.115926,1325,888.757288
0.073139,1861,891.982671
0.271688,1427,894.546751
0.265527,2483,908.601468
0.587294,1203,910.521064
0.074139,2208,914.356361
0.054028,1338,916.747551
0.267589,1288,919.007836
0.339808,3410,935.546451
0.189866,1923,939.541233
-0.05885,1996,943.498307
0.557613,1735,957.088509
0.159515,2073,960.151983
0.006139,1289,962.402541
0.280863,1924,965.854637
0.287734,1548,968.598337
0.166322,1091,970.601129
0.250965,1793,983.901333
-0.026531,834,985.547697
0.03432,771,987.149429
0.320249,2301,991.662403
0.091305,1077,994.018633
0.097368,2272,1009.052309
0.545904,1762,1012.40333
0.626447,1450,1014.982267
-0.032337,1593,1017.827964
-0.300704,750,1019.184178
0.049994,1279,1021.458406
0.301308,1356,1033.917027
0.249138,2427,1037.848335
0.137668,869,1039.38535
0.506963,1485,1042.13165
0.202692,2760,1047.422625
0.155238,1555,1060.4589
0.2663,1841,1063.770452
0.115344,1335,1066.083339
0.443217,1980,1069.424038
0.101344,1917,1082.64571
-0.346,549,1083.47471
0.133564,1898,1086.523313
0.370094,1566,1089.352961
0.343808,2894,1094.413141
-0.275311,1456,1107.304505
0.192157,1318,1109.842693
0.415823,2392,1114.612055
0.332661,1964,1118.565267
0.626411,1435,1121.476385
0.198014,1919,1134.639159
0.153124,3363,1140.437105
0.2553,2295,1144.468176
-0.196892,1112,1156.343038
-0.037282,1829,1159.099632
0.297042,1486,1161.778086
0.332773,2313,1166.282692
-0.026674,849,1167.997369
0.050887,1080,1170.121202
0.401191,3250,1186.058415
0.086668,2165,1190.292452
-0.166791,873,1191.943745
0.484011,1702,1194.956042
0.533264,1662,1207.570214
0.050484,2626,1211.830542
-0.079591,1045,1213.700701
0.328621,2033,1217.296271
0.204297,1578,1220.197963
0.355204,2030,1233.879502
0.04132,1496,1236.952504
0.39197,1530,1240.242026
0.542046,1329,1242.991131
0.614623,987,1244.749607
0.535446,2610,1259.20615
0.473012,1408,1261.564657
0.268688,2317,1265.578211
0.04232,1664,1268.541401
0.272453,1540,1281.077117
0.31245,2152,1284.517913
0.175059,845,1285.983095
0.460399,2148,1289.782252
0.241692,1095,1291.818747
0.172936,1206,1294.058157
0.334876,2110,1308.016009
0.066994,1421,1310.996342
0.343876,2458,1315.602011
0.504294,1799,1318.634603
0.054994,1436,1331.223175
-0.263029,1425,1333.425537
0.299863,1860,1336.742243
-0.065307,1375,1339.044389
0.33158,1456,1341.527798
0.230564,1700,1354.812804
0.058959,1696,1358.063308
0.096023,1195,1360.609915
0.630082,1492,1363.755704
0.06687,1130,1366.207886
0.152921,1765,1369.92651
-0.076274,1093,1382.145246
0.265924,2344,1385.92067
0.134043,1755,1389.065155
0.178714,1911,1392.399507
0.430605,3005,1407.695479
0.160863,1287,1410.1343
0.48531,2016,1414.125035
-0.162979,777,1415.684446
0.318495,2039,1419.826862
-0.022623,2781,1434.375624
0.081959,2108,1437.976454
0.162883,1550,1440.79004
0.642485,1473,1443.406625
0.127519,1842,1456.60033
-0.074307,2093,1459.903941
-0.002502,766,1461.406044
0.105028,2526,1465.960363
0.448146,1720,1469.288478
0.37171,2944,1485.09294
0.07349,1269,1487.469816
-0.096708,925,1489.138378
0.339821,2712,1493.994532
0.419114,2596,1508.234438
0.383629,3569,1514.539212
0.352843,2431,1518.708483
0.283984,1880,1531.719801
0.180557,1667,1534.493291
0.27322,1592,1537.494778
0.262589,1302,1540.000464
-0.122312,858,1541.554193
0.37704,2460,1555.694603
0.065926,1061,1557.380853
0.240453,1686,1560.42136
0.368968,2882,1565.59237
0.388363,2080,1579.375758
0.222297,1584,1581.902641
0.35194,2156,1586.338705
0.046971,1516,1589.559577
-0.159677,1451,1592.667793
0.192014,1611,1605.699015
0.018518,1462,1608.486207
0.157495,1024,1610.629872
0.183714,2428,1615.104727
-0.019623,1238,1617.232158
0.454386,1942,1631.077039
0.51215,1843,1634.331611
0.078538,2465,1638.807387
0.280924,1903,1642.356457
0.280799,1958,1656.199961
-0.101708,2510,1661.044022
0.186714,1657,1664.481668
-0.327,953,1666.387907
0.256453,2569,1681.618977
0.079139,836,1682.910543
0.033737,2056,1686.377845
-0.030406,1582,1689.239351
0.07387,1289,1691.555386
0.587231,1399,1694.050566
0.001229,1131,1706.178
0.434494,1929,1710.053185
-0.034531,1208,1712.714838
0.12865,1486,1715.928693
0.078322,1380,1718.846731
-0.142121,729,1720.433371
-0.151677,1170,1733.046053
-0.06806,1060,1734.614807
0.385413,2844,1739.537926
-0.100133,1552,1742.342462
0.326495,1607,1745.146732
0.302153,2239,1758.789045
0.522401,1757,1761.803304
0.166711,2856,1767.304286
0.428716,2172,1771.677312
-0.019623,1521,1784.479616
0.260527,1966,1788.217453
-0.119121,1074,1790.315712
0.418528,2234,1794.520691
0.517865,1263,1796.808059
0.423456,1497,1809.422982
-0.06006,1405,1811.81329
0.160043,866,1813.366522
0.585228,924,1815.029728
0.277799,2779,1820.015805
0.337404,2235,1834.103305
0.46081,1937,1838.122495
0.377994,2708,1843.626238
-0.116719,1698,1847.148929
0.045971,1155,1859.23671
0.104344,1827,1862.143899
-0.022295,680,1863.353439
0.545887,1638,1866.3297
0.185701,1653,1869.275571
0.11265,1485,1872.003617
0.484004,2242,1886.079721
0.625981,1087,1888.322062
0.279453,1843,1892.071028
0.443652,1677,1895.357448
0.344567,3572,1911.828596
-0.256113,1043,1913.722027
-0.071118,1227,1915.95661
0.354908,2706,1920.812183
0.240661,1316,1933.252254
0.411623,2295,1936.724112
-0.128337,1163,1938.761327
0.282734,1626,1941.709326
0.141057,2562,1947.12301
0.190014,1767,1960.872575
0.007855,1911,1964.506522
0.523547,1537,1967.58492
-0.083675,1705,1971.174932
-0.204133,1771,1974.646778
-0.351,1054,1986.497205
-0.031337,2010,1989.983832
0.719901,892,1991.616587
0.234783,2343,1995.864636
0.008594,1236,1998.122689
0.130807,1746,2011.670501
0.032887,2675,2017.085942
-0.085274,1028,2019.367159
0.53739,1572,2022.83379
0.101344,1813,2026.051991
0.609131,1609,2039.102567
-0.315,1027,2040.921465
0.228589,1624,2043.744258
-0.067913,961,2045.419406
0.344908,1684,2048.49276
0.201322,2302,2062.915653
0.003402,1394,2065.74916
0.086302,886,2067.628501
-0.084118,1766,2071.222687
0.31345,1469,2074.389017
0.671012,985,2076.589793
0.121138,1758,2090.152525
0.42729,1955,2093.724972
-0.305704,951,2095.45047
0.187014,1318,2097.778453
0.150272,1525,2100.503914
0.446624,1806,2113.71487
0.446157,1993,2116.77129
0.004139,1072,2118.667526
0.49025,1886,2122.153946
0.598946,1542,2125.144452
0.063971,1398,2138.020052
0.330661,1778,2140.932757
0.558311,1768,2144.421883
0.069971,2188,2148.617844
-0.148979,1788,2151.95126
0.589794,981,2163.773309
-0.016337,1376,2165.83596
-0.045298,1108,2167.725242
0.362,2007,2171.246443
-0.173791,1680,2174.165155
0.028881,1445,2176.698017
-0.082913,3017,2192.476497
0.345876,1844,2196.53253
0.376806,3192,2203.095655
0.293924,1855,2216.368481
0.327699,3420,2222.261474
-0.075307,2010,2225.809767
0.233589,1539,2238.681336
0.426096,1922,2241.848257
0.129238,1234,2244.127803
0.414922,2213,2248.036653
-0.023406,1240,2250.408203
0.385072,2019,2264.503533
0.526612,1596,2267.373233
-0.014623,2459,2271.999529
0.311042,2257,2276.050834
0.561781,1847,2289.217858
0.262527,2794,2293.786923
0.06087,1519,2296.479167
0.504211,1565,2299.294601
-0.16335,1103,2301.262299
-0.011771,956,2313.200801
-0.156979,1365,2315.79994
0.213059,1674,2319.165963
0.342843,2181,2323.744536
0.395166,2554,2339.300573
0.323621,1817,2342.085472
0.265308,2035,2345.730402
0.162701,1656,2348.623318
0.449228,2680,2363.403447
0.35458,1538,2366.069551
0.385283,2985,2372.093914
-0.11133,1356,2374.94153
0.344876,1280,2377.623858
0.123368,1562,2391.239372
-0.093861,856,2392.580549
-0.026345,1206,2394.589562
0.126519,2712,2399.423821
0.311404,1872,2402.714003
0.674096,1223,2415.077911
0.249432,1166,2416.885843
0.334699,2050,2420.401709
0.048971,2029,2424.055109
-0.123489,1358,2426.732783
0.110344,1864,2440.750642
0.602264,994,2442.468789
0.31145,1680,2445.431804
-0.079675,1074,2447.502147
0.321621,1774,2450.841537
0.018518,2750,2466.283256
0.518064,1364,2468.394793
0.300308,1773,2471.59765
0.549016,1771,2474.749989
0.386879,2832,2490.343248
0.230589,2449,2494.661968
-0.346,798,2496.259646
0.349908,2988,2502.155276
-0.204288,874,2503.919753
0.149711,1235,2516.824644
-0.343,588,2517.710077
-0.005771,918,2519.245964
0.165043,2482,2523.789843
0.073959,971,2525.358779
0.35345,1833,2528.81362
0.144519,1530,2541.740274
0.454994,2708,2546.725961
-0.05985,2143,2550.940264
-0.339,776,2552.449121
-0.231113,1405,2555.207192
0.139043,1285,2567.930768
0.51738,1466,2570.779982
-0.210923,1239,2572.927544
0.554547,1537,2575.539801
0.495146,1720,2578.386769
0.324495,1405,2580.783971
0.299984,2199,2594.455703
0.311042,1998,2597.732284
0.190866,3325,2603.475126
-0.017771,1642,2616.58541
0.25522,980,2618.160689
0.326538,2050,2621.792263
0.115519,1448,2624.659331
0.027136,2506,2629.057435
0.256589,2110,2642.698715
0.288863,1768,2645.827699
0.592461,1505,2648.521291
0.096703,1954,2651.966565
0.312206,1422,2664.625984
0.309308,2112,2668.500269
-0.085675,1633,2671.749722
0.264453,1728,2675.335461
-0.289322,1495,2678.445879
-0.119,1492,2691.509205
0.173322,1290,2693.488836
0.333773,2938,2698.521325
-0.16635,1093,2700.477738
0.442957,2046,2704.091802
0.194014,1869,2717.285679
0.558491,1442,2719.698094
0.593133,1204,2721.865341
0.335404,1826,2725.737214
0.406751,2915,2741.880271
-0.351,1027,2743.653612
0.172701,1639,2747.037151
0.016881,1686,2750.604649
0.199297,1417,2753.349496
0.44047,2014,2767.527768
0.301378,1227,2769.379543
0.538204,1097,2771.334439
-0.034337,2993,2776.785366
0.461815,1804,2779.983258
0.480743,2246,2794.56974
0.327699,2018,2798.469186
0.266688,3313,2805.094635
0.028136,1629,2819.115683
-0.117,1204,2821.025994
0.554894,1337,2823.412227
0.518712,1264,2825.716955
0.43997,2599,2830.377576
-0.141159,1521,2833.096709
0.245688,1232,2845.839997
0.11665,1766,2848.985284
0.269667,2386,2853.329457
0.496591,2000,2856.865831
0.030225,1274,2869.77051
0.333661,2577,2873.825197
0.097703,1877,2877.263138
0.159515,1357,2879.722015
0.023136,2201,2894.295985
0.234876,1356,2896.386444
0.350876,2596,2900.997768
-0.226113,1288,2903.428473
0.156921,1307,2905.972358
0.359876,1673,2919.646978
0.556401,1670,2922.63608
0.418368,1522,2925.8081
0.046887,955,2927.783651
0.198432,2829,2933.34941
-0.10733,1057,2945.771723
0.00855,843,2947.06393
0.239783,1467,2949.53713
0.212053,972,2951.27236
0.103344,1780,2954.428923
0.005139,1212,2956.53546
0.638759,971,2958.256633
0.55437,1178,2970.50473
0.175059,2365,2974.496685
0.614099,1445,2976.944443
0.458237,1932,2980.286818
0.31445,1873,2984.08166
0.015881,1782,2997.032735
-0.04685,1223,2999.028894
0.444093,3182,3004.723579
0.088023,832,3006.204974
0.026402,1599,3019.097346
0.127314,2018,3022.100507
0.162711,1223,3024.505361
0.088023,2978,3030.639644
0.123519,1697,3034.164786
0.043518,1805,3047.617391
0.358094,2459,3052.560912
0.420136,1910,3056.05119
-0.041345,1963,3059.419827
0.53904,1601,3073.118302
0.430422,2066,3076.685719
0.011229,589,3077.746171
0.399891,2034,3081.523004
0.037887,2010,3085.300681
0.485244,1608,3098.770297
0.145272,1757,3102.212645
0.00755,925,3103.996978
0.420624,2361,3108.827554
0.146495,1154,3111.246821
0.598089,1508,3123.897512
-0.080675,1943,3127.086717
0.102883,1732,3130.148192
0.318538,2591,3134.779728
0.582485,843,3136.297686
0.053344,2244,3150.577753
0.00755,924,3152.349729
-0.157677,763,3153.806087
0.423408,2120,3158.167295
0.25222,2693,3173.302648
0.431179,1710,3176.097391
0.201714,1650,3179.040316
0.372333,3489,3185.168276
0.071139,1579,3198.205351
0.443574,1579,3200.783503
0.419858,2229,3205.227598
0.204014,1149,3207.493357
0.542083,2405,3212.331338
-0.023502,1354,3225.084554
0.181557,1119,3227.239697
0.487607,2694,3232.797788
0.450674,1816,3236.006609
0.342808,2554,3250.397506
0.289598,1539,3252.894104
0.047994,2632,3257.519733
0.118238,1883,3260.860341
0.219167,2021,3274.654415
0.322538,1819,3278.298883
-0.115312,837,3280.093309
0.015855,2771,3286.160651
0.180557,1536,3289.494348
0.246138,1107,3301.393602
-0.069913,2329,3305.434199
0.511254,1267,3307.743342
0.220384,1862,3311.031099
0.429357,2107,3324.964787
0.047994,1854,3328.286734
-0.325,983,3330.278497
0.1633,1037,3332.369675
-0.14144,1323,3334.980964
0.536481,1292,3337.623722
0.428707,2811,3352.592231
-0.15335,1155,3354.517582
0.192059,1685,3357.538119
0.418784,2690,3362.327307
0.027643,1076,3364.239087
0.328699,1523,3376.691196
0.230488,1170,3378.59568
0.412613,6653,3401.701221
0.075538,2247,3406.280903
0.303357,1470,3409.364725
0.124238,1341,3412.090083
0.202297,1086,3414.044569
0.443484,2250,3428.357185
0.241866,1398,3430.635945
-0.015771,974,3432.441625
-0.002762,2961,3437.897976
0.014881,1924,3451.468931
-0.128489,1158,3453.557917
0.185921,1519,3456.684968
0.088668,2552,3461.873984
-0.291704,1366,3464.744207
-0.346,715,3466.138297
0.077971,2575,3480.903273
0.615734,1238,3483.133842
0.265876,2056,3486.784507
-0.145111,1006,3488.549701
0.228453,1138,3490.620362
0.395243,2513,3505.536063
0.124314,906,3507.386506
0.503555,1940,3511.591748
0.397136,1910,3515.540182
0.322116,2905,3531.240425
0.059421,1553,3534.0352
0.07687,1777,3537.234268
-0.139677,1360,3539.706557
-0.351,634,3540.856447
0.400419,2870,3555.382201
-0.054531,1242,3557.406936
0.181714,1762,3560.596427
0.520888,2184,3564.809576
0.287863,1589,3567.976794
0.411679,1795,3581.310363
0.461182,2137,3585.133143
0.348808,2567,3589.888143
-0.102708,1732,3593.040859
0.06449,931,3605.446166
-0.006357,1516,3608.084385
0.466181,1335,3610.531368
0.437679,2524,3615.141456
0.16923,1820,3618.519041
0.31745,1600,3631.98568
0.120238,2833,3637.529701
0.58188,1526,3640.425426
0.627168,905,3642.304157
0.332773,2659,3657.574463
0.241053,2132,3661.177543
0.194308,2289,3665.183023
0.343876,1963,3668.675365
0.394036,1781,3681.667229
0.197564,1674,3684.781171
0.340843,1974,3688.745667
0.178322,1037,3690.793039
0.120519,1485,3693.861755
0.296258,2964,3709.354905
0.219053,3083,3715.20176
0.129314,1503,3717.920407
0.247384,1194,3720.062287
0.282984,2015,3733.310145
-0.271416,1397,3735.75352
0.007855,1055,3737.642923
0.249053,1523,3740.365684
0.216167,1441,3743.189146
0.488965,1878,3757.341944
-0.120307,1297,3760.038365
-0.305704,1048,3762.26034
0.32345,2565,3767.828368
0.017377,2044,3772.200619
0.592762,1066,3784.176366
0.139043,1659,3786.692372
0.080484,1244,3788.869951
0.057421,2383,3792.986466
0.144711,1490,3795.552131
0.260378,2677,3810.680256
0.449758,1676,3814.016233
0.244053,3768,3821.702024
0.453546,1976,3835.926695
0.082926,1318,3838.175236
0.397191,3250,3843.929012
0.2543,2545,3848.477242
0.395341,1581,3861.434993
0.096703,1522,3864.427095
0.229488,3029,3870.174987
-0.258311,1419,3872.814797
0.050994,1356,3885.557415
0.275404,2598,3890.912425
0.26522,1341,3893.420756
0.329661,3431,3899.484797
-0.142121,857,3911.621974
0.216053,1306,3913.651248
0.413124,1468,3916.222517
0.379908,1835,3919.566852
0.538565,1562,3922.346249
0.31245,2099,3937.120746
-0.023337,1496,3939.618645
-0.160979,1285,3942.013447
0.252053,1322,3944.458127
0.463252,1467,3947.219932
0.559847,1303,3949.556774
0.370843,2447,3964.171834
-0.077119,840,3965.687034
0.547061,1322,3968.151467
0.287984,2781,3973.207351
0.426329,1564,3986.831929
0.351908,2204,3991.042756
0.296734,2255,3995.832325
0.515986,2461,4000.899323
-0.015623,1433,4013.432708
0.57494,1199,4015.296159
0.109948,2506,4019.679604
0.711427,756,4020.907788
0.215053,2193,4024.61404
0.079887,1133,4026.527553
-0.073274,642,4037.709735
0.206564,1619,4040.26093
0.123057,1891,4043.806616
0.477957,1493,4046.59718
0.455727,2062,4050.583661
0.38646,2434,4065.214826
0.120519,1613,4068.128651
0.265667,2346,4072.446939
0.347908,1684,4075.635914
0.195297,1730,4089.03788
0.063519,2341,4093.206476
-0.35,968,4095.06289
0.006229,1436,4097.561573
0.270527,2008,4101.133155
0.127564,2054,4115.499609
0.280984,2398,4120.495973
0.533023,1461,4123.658516
0.2583,2976,4140.611064
0.261378,1907,4143.764421
-0.192892,1773,4146.647187
0.077538,1418,4149.010275
0.338808,1423,4151.513877
-0.167979,1305,4164.436902
-0.054274,1467,4166.992661
0.288098,1694,4170.031768
-0.083913,2607,4174.725516
0.38497,1436,4177.222701
0.457507,1571,4190.381765
0.171322,1295,4192.603075
0.266598,2644,4197.380269
-0.092675,1669,4200.35753
0.484512,1736,4203.487614
0.518927,1454,4216.107152
-0.346,1013,4217.864686
0.153322,2624,4222.66226
0.318404,2260,4227.191908
-0.088274,1255,4239.325507
0.391407,3630,4246.384824
0.160701,1375,4249.088653
0.49839,2015,4253.036724
0.531306,1539,4265.830832
0.714007,779,4267.012068
-0.120719,1381,4269.449985
0.49081,1937,4272.968551
0.494156,1557,4275.775202
0.107948,1057,4277.676138
0.31858,3105,4293.47657
-0.030406,1732,4296.632987
-0.305704,609,4297.66792
0.311917,2500,4301.97754
0.332661,1373,4315.395096
0.611971,1712,4318.025201
0.336808,1983,4321.451942
0.117028,2548,4325.99611
0.096368,2239,4340.759369
0.195432,1477,4343.226582
-0.34,976,4345.27853
0.006862,1011,4347.490334
0.484069,2241,4351.994669
0.191014,1180,4354.381337
0.039518,872,4366.604358
0.2573,2726,4371.964284
0.289984,1448,4374.586446
0.287924,1966,4378.139769
0.146921,1371,4380.569952
0.369162,2775,4395.149874
-0.017502,1565,4397.915225
0.278734,1732,4401.043009
0.574871,1387,4403.693187
0.01155,773,4405.269862
0.42984,2833,4420.750005
0.068305,1456,4423.543226
0.554372,1661,4426.955329
0.323621,2985,4443.015009
0.03532,1419,4445.112666
0.31958,3348,4451.050633
0.298258,2514,4455.478846
0.644101,1268,4467.555605
0.119238,1629,4470.53871
-0.223029,1203,4473.057653
0.044437,2052,4477.377669
0.336773,1246,4479.960291
0.217167,2648,4494.645586
0.127564,1766,4497.580592
0.291098,1750,4500.605548
0.432393,2348,4504.744511
0.518515,1529,4517.710911
0.008855,1586,4520.169405
0.318308,1854,4523.737699
0.276863,3864,4531.821831
0.345498,2297,4546.224688
-0.10033,1146,4548.589459
-0.16444,1677,4552.133506
0.517697,1117,4554.183811
0.333773,2895,4569.470328
-0.018623,1807,4572.221904
0.089538,1092,4574.148315
0.562379,1286,4576.427659
0.11865,2730,4581.275724
0.266378,2207,4595.9391
0.513273,1573,4599.179106
0.459213,2368,4604.073374
0.145495,1917,4608.213484
-0.101708,1200,4619.492355
0.230357,2254,4623.094901
0.206157,1056,4624.983539
0.368148,3544,4631.313379
0.29158,1976,4644.790927
0.193297,2129,4648.61295
0.577004,1761,4651.991928
0.084926,1745,4655.07078
0.433509,2313,4669.417703
0.338808,2347,4673.260444
0.523865,1868,4676.521547
-0.34,1171,4678.572252
0.211564,1482,4681.186594
0.345666,1622,4694.384964
0.188014,1528,4696.894012
0.384355,3074,4702.351996
0.284042,1488,4705.144606
0.339661,1789,4717.174365
0.181059,2543,4721.874423
0.329788,1961,4725.942109
0.302924,2138,4730.215126
0.462,2197,4744.351657
0.577103,1516,4746.757353
0.183557,1704,4749.771902
-0.061307,1077,4751.67638
-0.033295,1473,4754.294526
-0.040531,1129,4756.279705
0.439353,2332,4769.352796
0.147921,1204,4771.428102
0.231688,1641,4774.344765
0.573159,1086,4776.254653
0.245965,1776,4779.335071
0.259453,2062,4792.282692
0.574735,1277,4794.451838
0.460146,1720,4797.451733
0.018225,1347,4799.814037
-0.352,1063,4801.696535
0.071728,2411,4815.774208
0.35794,1783,4818.763068
0.435183,2681,4823.714797
0.038737,1064,4825.973247
0.269783,1217,4828.588959
0.403717,2466,4843.528282
0.217167,2539,4848.572614
-0.125489,741,4850.165821
-0.006502,1101,4852.390916
0.401647,2173,4866.641586
0.17023,2449,4870.889034
-0.178791,1014,4872.771907
0.388409,2769,4877.719404
0.266053,1593,4889.022253
0.184866,2768,4894.111789
0.038737,1784,4897.808517
0.244138,1685,4901.326184
0.392722,4037,4916.912364
-0.069307,1273,4919.252524
0.31245,1020,4921.065582
-0.087274,1313,4923.40004
0.34794,2115,4935.910914
0.066437,1394,4938.026082
0.064421,1450,4940.541564
-0.092118,1839,4944.017459
0.459017,1610,4947.204214
0.232488,2449,4962.271618
0.014225,1686,4965.330042
0.282598,2067,4969.392696
0.366918,2733,4974.560895
0.348266,2238,4988.765178
0.621858,1518,4991.350373
-0.293,652,4992.504137
0.564321,1341,4994.867596
0.098703,1685,4997.851759
0.38394,1384,5000.321062
0.088668,2089,5012.233753
0.149965,1736,5015.243485
0.267667,2661,5020.0047
-0.079591,1352,5022.377927
0.305308,1508,5034.659078
0.459473,2330,5038.487221
-0.015482,1653,5041.402164
0.289734,2172,5045.245586
0.393457,2869,5060.509645
0.377852,3090,5066.091547
-0.007357,1909,5069.683319
0.469116,2752,5084.253348
-0.204126,1583,5087.342705
0.401584,1488,5090.19998
0.140495,2075,5093.963196
0.144238,1871,5097.234549
0.561832,1231,5109.532004
0.533897,1647,5112.328274
0.604206,1321,5114.7007
-0.007771,1054,5116.569934
0.329699,2153,5120.377327
0.059737,1600,5132.353727
0.04649,1655,5134.870817
0.162883,1628,5137.711502
0.479483,1688,5140.645602
0.458273,1573,5143.399826
0.31245,3122,5156.887451
-0.338,1166,5158.930248
0.282378,1943,5162.355516
0.466372,1966,5165.810489
0.107028,1638,5178.399437
0.547949,1269,5180.487773
0.068728,1534,5183.50508
0.063421,1975,5187.839742
0.325661,2441,5192.996066
0.331,1698,5205.999404
0.681492,998,5208.108148
0.456585,1504,5211.40914
0.375615,3522,5217.903103
-0.230489,1088,5229.379755
0.525147,1407,5231.640963
0.147921,2499,5236.113914
0.111948,1726,5239.326159
0.299843,1876,5242.929714
0.576438,1679,5256.290934
0.681794,1128,5258.48149
0.186014,2043,5262.69497
0.680673,1061,5264.712597
-0.103133,1397,5267.427774
0.552955,1006,5269.521294
0.242053,1838,5282.064671
0.164883,1530,5284.744186
-0.166979,1004,5286.540367
0.453605,2506,5290.978835
0.107948,2115,5304.166853
0.018881,2111,5308.274678
-0.042282,1062,5310.424582
-0.074307,2282,5314.856733
-0.347,1269,5317.382905
-0.088675,1247,5327.999151
0.5005,1861,5331.400772
0.026136,792,5332.880433
0.156495,2145,5336.758297
-0.096111,764,5338.10648
0.228488,1351,5340.53004
0.220936,2406,5353.391245
0.309308,1823,5356.631445
0.289042,1869,5359.970147
0.156515,1937,5363.448688
0.431613,1838,5375.065204
-0.343,1303,5377.17247
-0.071675,1799,5380.388104
