#{"t_start": 1680618620.5359814, "env_id": null}
r,l,t
-0.032295,997,2490.375743
0.005229,566,2496.40134
0.272799,1476,2513.158028
0.442213,1507,2529.437463
0.280799,1488,2546.179851
0.097302,922,2556.266311
0.219384,1300,2570.39229
0.074139,1350,2585.751849
0.099368,1006,2597.080492
-0.042422,1140,2609.886842
0.048437,801,2618.565668
-0.04051,882,2628.556955
-0.055118,849,2637.386868
0.200564,1424,2654.100401
0.292153,1563,2671.358139
0.448401,1757,2690.122593
0.357,2176,2714.21876
0.198297,1413,2729.899118
0.150124,1296,2745.253173
0.373773,1831,2765.232746
0.039518,936,2775.456354
0.462213,1507,2792.400413
0.550017,1610,2811.011273
0.328699,2489,2838.317271
0.739327,808,2847.029501
0.082302,1185,2861.149456
0.084305,1047,2872.755558
0.243876,1604,2890.194683
0.131807,1384,2905.772572
0.673953,1243,2919.883252
0.374908,1272,2933.899886
0.155564,1606,2951.251289
0.349,1933,2972.571433
0.247688,1349,2988.027501
0.181883,1221,3001.26357
0.439401,1747,3021.205177
0.324984,1723,3041.17308
0.223277,1192,3054.087973
0.463505,1850,3074.306573
0.180921,1144,3087.183477
-0.003138,949,3098.224687
0.190799,1023,3109.690752
0.599719,1146,3122.373541
0.26222,1724,3141.120851
0.198883,1186,3154.265364
-0.288704,593,3161.293564
0.493103,1516,3178.470325
-0.099489,636,3185.644535
-0.114,1093,3198.206844
0.154322,1031,3210.088557
0.580228,924,3221.410223
0.476226,1515,3238.019096
0.277924,1228,3252.389701
0.463838,1723,3272.475891
0.134792,1041,3284.476217
-0.008138,1079,3296.586705
0.206816,1444,3313.311138
-0.156674,837,3324.057063
0.148272,1744,3345.452471
0.06349,926,3356.492112
0.692369,839,3365.971308
0.589206,1321,3382.594228
0.597541,908,3393.58596
0.229589,1807,3414.94583
0.280924,1433,3432.107409
0.241384,1454,3449.405472
0.40788,2275,3476.955061
-0.040041,773,3486.219748
-0.033307,774,3495.484195
0.354843,1968,3519.916952
0.664536,889,3530.766478
0.362773,1923,3552.905202
0.117519,1651,3571.768207
0.588368,1215,3585.167884
0.071728,753,3593.673338
0.39194,1527,3610.964561
0.254688,1306,3625.33827
0.156711,1097,3637.95006
0.099538,1016,3649.491131
0.104703,1133,3661.426191
0.33,1581,3679.577765
-0.109312,719,3687.096105
0.046994,1039,3698.548074
0.076994,999,3709.902849
0.33545,1366,3725.798618
-0.162979,774,3734.520305
-0.161979,721,3743.002174
0.38747,1941,3764.983494
0.560739,1140,3777.792395
0.079421,1186,3790.917767
-0.160677,647,3798.244659
0.351699,1174,3811.32342
0.505966,1127,3824.057316
0.320206,1467,3840.074166
0.087302,1164,3853.820105
0.573492,998,3864.584116
0.632942,950,3875.701815
0.170701,1831,3895.844597
0.300308,1536,3913.140787
0.300984,1564,3930.404404
0.121057,1265,3944.583108
0.148495,1190,3957.646485
-0.347,832,3967.27599
0.601841,1594,3984.517316
0.043136,904,3994.393916
0.6027,1176,4008.22407
0.186557,1755,4027.105627
0.311495,1951,4049.571546
0.248138,1568,4066.791749
0.692999,661,4074.044888
0.087668,858,4084.116702
0.166921,1159,4097.07081
0.110948,1389,4113.359636
0.611916,1323,4128.166792
0.337808,1684,4147.170753
0.226432,1461,4164.466783
0.746885,721,4172.054754
0.346808,1421,4188.191127
0.102344,1146,4201.310559
0.241692,1299,4215.841038
0.112302,1206,4230.346637
0.56294,1199,4243.532108
0.145948,1010,4255.179572
0.462078,1833,4275.867585
0.233688,1661,4294.677318
0.545008,1211,4308.894923
0.346908,1560,4326.108296
0.118792,1324,4340.616657
0.280799,1183,4354.571451
0.594625,1325,4369.104594
0.737541,781,4377.706674
0.089023,836,4387.369865
0.268453,1485,4403.50539
0.620428,1014,4415.074893
-0.025502,1120,4427.970958
0.069305,1383,4443.798594
-0.154979,1057,4455.472928
0.469244,1608,4472.950116
0.159272,1130,4485.709877
0.460272,1690,4505.503643
0.129564,1070,4517.154489
-0.329,688,4524.598015
0.537972,1674,4543.164392
0.453802,1417,4559.018203
0.371699,1879,4580.383436
0.345843,1655,4599.367776
0.347876,1416,4615.231843
0.36797,1245,4629.63857
0.274863,1573,4647.517574
-0.114719,901,4657.588975
0.2683,1039,4669.200903
0.194432,1204,4683.060899
0.125703,1225,4696.238477
0.349621,1699,4716.111465
0.32145,1523,4732.258342
0.613041,1180,4746.048792
-0.082913,1280,4760.246172
0.359876,1783,4780.238814
0.502152,1532,4797.476446
0.32645,1688,4816.57993
-0.011771,1083,4828.250335
0.135238,1354,4843.823416
0.283984,1379,4859.488377
0.408907,1684,4878.258063
0.077484,1063,4889.968424
0.099028,1365,4905.537493
-0.055913,863,4914.583271
0.490697,1658,4933.532782
0.571897,1351,4949.135445
0.439033,2058,4972.550346
-0.137189,1063,4984.151366
0.342876,1739,5004.197264
0.050887,865,5014.274953
0.368108,1627,5032.001444
0.4381,1899,5053.611562
-0.076913,875,5063.502293
0.308357,1310,5078.251864
0.449282,1709,5097.985686
0.131314,1070,5109.863211
0.086139,1302,5124.198483
0.161667,1738,5144.190762
0.099703,1397,5160.028065
0.260965,1523,5177.30632
-0.044531,873,5186.356901
0.352699,1347,5201.98023
0.312308,1294,5216.866516
0.076305,1056,5228.534352
0.71237,830,5238.406938
0.399626,1951,5260.346721
0.248783,1484,5277.303561
0.553085,1371,5292.251651
0.112948,1553,5309.673569
0.480666,1622,5328.570979
0.326357,1620,5347.324527
0.33358,1644,5366.353816
0.06149,878,5375.630621
0.248053,1749,5395.831092
0.344357,1723,5415.79843
0.150043,1211,5429.179421
0.343843,1876,5450.674222
0.563402,1190,5463.754787
0.554588,1298,5478.281416
0.60497,1104,5491.142705
0.222488,1437,5507.35287
0.540239,1191,5520.585312
0.423335,1841,5542.35187
0.004862,1024,5553.956404
-0.287452,696,5561.454239
0.46241,1767,5581.87615
0.35097,2103,5605.058874
-0.066563,1040,5616.692059
0.531275,1556,5635.226351
0.528294,1203,5648.555151
0.147043,1331,5663.39879
0.097368,1039,5675.094759
0.502492,1272,5689.908337
0.395695,1686,5710.268363
-0.249304,622,5716.561306
0.294098,1478,5734.087307
0.629645,772,5742.83906
0.494595,1480,5760.170593
0.331737,1773,5779.611389
0.180396,1435,5796.88909
0.209396,1310,5811.310674
0.051994,1207,5824.744041
0.572699,1304,5840.401128
0.253773,1705,5859.653034
0.095668,1217,5873.364398
0.48548,1326,5889.314252
0.669613,1353,5904.444622
0.312357,1725,5925.011432
0.002862,1040,5937.013401
0.566401,1420,5953.363943
-0.068274,850,5963.420959
0.672714,759,5972.01746
0.155314,1029,5983.646897
0.161701,1488,6000.130953
0.031225,1339,6016.122821
0.225014,1559,6034.839023
0.112023,1196,6048.88268
0.18822,1327,6065.047503
0.218157,1378,6080.894253
0.268667,1780,6102.016077
0.216816,1565,6119.997996
0.146711,1286,6136.187202
0.206936,1257,6150.20875
-0.17835,1298,6165.279835
-0.033531,884,6175.551636
-0.277452,844,6185.878542
0.293206,1641,6205.228605
-0.097118,1246,6220.249409
0.002139,929,6231.310787
0.323661,1214,6245.312399
0.686062,818,6255.996121
0.132564,1628,6275.496944
0.329661,1545,6294.460893
0.070421,1317,6311.286881
0.265667,1691,6331.740227
0.341876,1852,6353.861008
0.322621,1862,6376.572551
0.306206,1742,6397.861279
0.337737,1929,6421.463782
0.645384,1184,6435.330602
0.189014,1636,6456.232499
0.318495,1337,6471.92039
0.451237,1932,6494.873887
0.339843,1609,6514.271947
0.585535,1177,6528.218644
0.357876,1638,6547.729216
0.716126,1064,6560.196843
0.570361,1160,6574.101398
0.183059,1164,6588.014418
0.2853,1583,6607.758074
0.224488,1470,6624.847458
-0.016623,933,6635.727566
0.356773,1448,6653.777599
0.255965,1208,6668.032563
0.165272,1725,6689.888126
-0.163979,796,6699.204311
0.558099,1445,6716.120149
0.485924,1924,6739.191012
0.478211,1565,6758.257037
0.421679,1795,6780.375335
0.159322,1337,6797.68129
0.145057,1262,6813.414412
0.577736,1297,6829.353648
0.035225,748,6838.738698
0.340357,1458,6856.368746
0.124314,1297,6871.871648
0.303357,1570,6890.507452
0.064421,1108,6904.305763
-0.15744,1110,6917.819236
0.013139,1077,6930.33535
0.722007,779,6939.683836
0.598305,1228,6955.139404
-0.352,568,6961.522518
0.430225,1582,6981.547068
0.358699,1495,6999.491172
0.091538,1163,7013.52807
0.349876,1918,7036.940974
0.151495,941,7049.018231
0.533662,1631,7069.31037
0.121792,1182,7083.327569
0.235589,1480,7100.677435
0.308308,1407,7118.030991
0.347,1716,7140.095402
0.128792,1373,7156.10409
0.498858,1518,7174.772199
-0.142979,1025,7187.271074
0.477219,1114,7201.118431
0.174396,1754,7222.718013
0.108668,836,7232.277865
0.308042,1760,7253.75476
0.571337,1506,7271.992543
