#{"t_start": 1680618620.820981, "env_id": null}
r,l,t
0.020881,825,2109.923454
0.487801,1560,2127.366833
0.246688,1116,2140.180788
0.36097,1606,2157.646799
0.460887,1638,2175.736696
0.485625,1360,2191.402722
0.521766,1359,2205.839351
0.610946,1372,2221.262258
0.277783,1856,2241.51682
0.343876,1599,2259.922529
0.312258,1363,2275.47795
0.521543,1434,2291.292148
0.079538,1007,2302.690022
-0.160677,772,2311.233703
0.270965,1191,2324.300037
0.68037,830,2333.07464
0.317495,1003,2344.441823
0.317495,1258,2358.609584
0.516326,1728,2378.490508
-0.089708,906,2388.461811
-0.039345,983,2398.75979
0.102302,1075,2411.258313
0.350808,1571,2428.389812
0.442866,1250,2442.763626
-0.042345,866,2452.735356
0.688879,916,2462.920429
0.382908,1398,2478.592496
0.037136,903,2488.67055
0.610572,1008,2500.139138
0.184866,1031,2511.487851
0.196322,1061,2523.221279
0.436801,1685,2541.712619
0.010402,715,2549.940353
0.116519,1529,2566.969679
-0.046422,1120,2578.650423
0.123057,1210,2592.658698
-0.346,580,2598.571068
0.490359,1166,2611.445593
0.713115,716,2619.796542
0.136043,1302,2634.10141
0.588036,1070,2646.690632
0.12165,1303,2661.098179
0.532383,1598,2678.394336
-0.025502,1415,2693.965152
0.318357,1772,2713.782761
0.38197,1176,2726.635904
0.601079,1288,2741.118478
0.276734,1653,2759.473517
-0.117489,1191,2773.458508
0.322621,1913,2794.687546
0.160322,1585,2812.362984
0.472023,1655,2830.796757
0.50423,1475,2846.760504
0.35894,2113,2871.090607
0.479301,1590,2888.496988
-0.037295,1205,2902.418127
0.278799,1408,2918.025517
0.318538,2133,2940.970063
0.454911,1803,2961.033345
-0.344,443,2966.342762
0.644086,915,2976.327619
0.302258,1600,2994.819258
0.60871,1487,3010.901422
0.217053,1343,3026.583015
0.129519,1158,3039.519881
0.711238,881,3049.413339
0.783899,506,3055.031155
-0.115,888,3064.141344
0.367661,2000,3086.811478
0.32158,1655,3105.312031
-0.333,654,3112.413375
0.367698,1705,3131.02129
0.684611,798,3140.639639
0.467613,1735,3159.693681
0.697181,934,3170.879744
0.472257,1307,3185.329535
-0.024422,953,3196.344841
-0.042345,1439,3212.574292
0.364699,1532,3230.414393
0.267589,1153,3243.45133
0.163314,1015,3255.150229
0.589407,1030,3266.860985
-0.344,442,3272.401404
0.397497,1597,3290.376812
-0.35,513,3296.440583
0.118792,1600,3315.88333
-0.048422,782,3325.352278
0.270667,1486,3343.623116
0.127138,1669,3363.766709
0.621984,1043,3376.213537
0.425698,1705,3396.537285
0.464776,1794,3417.837076
0.462276,1897,3441.003642
0.133792,1277,3456.508923
0.343876,1863,3478.296001
0.307308,1492,3496.60833
0.10965,1305,3512.099887
0.328495,1370,3529.098896
-0.347,698,3537.033598
0.141495,1530,3554.49722
0.501758,941,3565.751015
0.277863,1595,3583.560858
0.289667,1204,3597.545707
0.357661,1519,3613.842596
-0.002623,843,3623.686219
0.227936,1233,3637.732063
0.353876,1647,3656.284813
0.208692,1371,3671.042005
0.081971,694,3679.276765
0.281734,1732,3698.150811
0.262453,1942,3719.934461
0.038518,810,3729.737544
0.218866,1281,3744.243645
0.263138,1385,3760.19068
0.255965,1086,3771.99095
0.745661,726,3780.402683
0.209816,1782,3800.697074
0.361876,1877,3821.068769
0.325621,2013,3843.853014
0.489632,1258,3858.197549
0.04232,1091,3870.058897
0.207297,1402,3885.668057
-0.157268,1111,3898.4651
0.54519,1010,3909.896876
0.201157,1450,3925.783291
0.655189,1274,3940.000441
-0.067119,746,3948.535028
0.212053,1379,3964.069202
-0.141111,839,3972.915021
0.171921,1157,3985.699526
0.361843,1471,4002.265873
0.179059,1387,4018.022734
0.348538,1568,4035.048367
0.608046,1329,4049.654143
0.537031,1174,4063.463549
0.581855,1060,4075.01607
0.050484,1236,4088.516821
0.59957,937,4099.94293
0.161322,881,4110.182983
0.199432,1429,4126.363498
0.267667,1343,4141.027384
0.66264,722,4149.727853
0.278667,1642,4168.671201
0.277924,1593,4186.333681
0.091538,1156,4199.598362
0.66564,922,4209.838173
0.465492,998,4221.343596
0.440892,1835,4242.934113
-0.049345,1016,4254.610572
0.441037,1275,4269.359841
0.312357,1561,4286.718846
0.661386,821,4295.74408
0.117519,1254,4310.076445
0.279453,1549,4327.179709
0.635981,1087,4339.870413
0.344908,1724,4358.792221
0.562624,1089,4370.394655
0.330621,1326,4385.839679
-0.223113,823,4394.668636
0.533252,1467,4411.632183
0.346621,2038,4434.784466
0.289098,1490,4451.087369
-0.273029,713,4459.42479
0.050437,1150,4472.340919
0.748418,812,4481.103673
0.239965,1890,4502.515168
0.319661,1695,4521.433394
0.657794,981,4532.669168
-0.067307,1104,4544.34706
0.552698,1381,4560.055457
0.369843,1486,4577.179613
0.353808,1046,4588.908127
0.329098,1405,4604.786748
0.427528,1159,4617.949273
0.279924,2175,4642.79628
0.238432,1589,4660.354193
0.500742,1410,4676.950871
0.06249,1449,4692.86192
0.330495,1579,4710.271813
-0.165979,756,4719.008388
0.67609,1092,4731.571342
0.153043,1160,4744.356627
0.507213,1769,4763.224887
0.341876,1892,4784.71332
0.38694,1734,4804.688559
0.074139,1188,4817.979172
0.608736,1297,4832.317007
0.002229,1000,4843.680432
0.303357,2236,4869.331269
0.020225,982,4879.663092
-0.100674,683,4888.047044
0.156277,1171,4901.050472
0.260378,1805,4921.355391
0.242965,1601,4938.976165
0.292153,1671,4957.888698
0.355808,1558,4976.28055
0.305404,1866,4996.815709
0.599002,1525,5014.187954
0.750671,613,5021.352951
0.332737,1474,5037.54241
-0.000598,1225,5051.718338
0.285042,1406,5067.674268
0.555885,1296,5082.223141
0.50275,1552,5099.469465
0.299206,1845,5120.692708
0.506735,1425,5136.535833
0.43794,1256,5150.114664
0.578696,1158,5163.927621
0.225692,1441,5180.057902
0.134807,1520,5197.302735
0.36597,1839,5218.016797
0.59683,1122,5230.948768
0.06787,878,5241.03489
0.607352,968,5251.491529
0.620794,1128,5264.491527
0.311495,1560,5281.837031
0.6762,1155,5294.862505
0.660426,1196,5308.973192
0.35194,1510,5325.637649
0.111368,1075,5338.286309
0.087668,1550,5356.084811
0.597264,1197,5369.354034
0.302153,1510,5386.739716
0.603734,1388,5402.787124
0.336737,1981,5424.599228
0.256453,1540,5442.089227
0.130314,1397,5457.858448
0.200432,1219,5472.150734
0.281863,1174,5485.305684
0.501108,1822,5505.799871
-0.118719,923,5516.010877
0.327661,1806,5537.566486
-0.036029,1004,5548.200141
-0.013942,1149,5561.31324
-0.17535,719,5569.867954
0.154322,1175,5583.183243
-0.277416,638,5590.416908
-0.06285,1166,5603.345881
0.715257,835,5613.160516
0.167711,1614,5630.967031
0.646107,1132,5644.042695
0.123057,1483,5661.312487
0.596154,969,5671.807124
0.274799,1441,5689.217343
0.331661,2206,5714.531322
0.116059,1557,5732.312848
0.311404,1311,5747.044209
0.537694,1170,5760.297884
0.719164,645,5767.58593
0.798401,614,5774.725589
0.603698,1381,5790.858826
0.522784,1366,5806.648372
0.198432,1081,5818.409772
0.375401,1670,5837.600693
0.282527,1381,5853.607599
-0.077913,738,5862.295938
0.114028,1389,5878.636159
0.197557,1354,5893.666157
0.333737,1799,5914.471128
0.622763,1007,5926.421429
-0.133312,1341,5942.56376
0.467205,1179,5955.957608
0.504547,1537,5973.325759
0.587325,1334,5988.068171
0.341773,1579,6006.933177
0.535966,1509,6024.277776
0.172396,1482,6042.246458
0.333538,2382,6070.952747
0.581868,1424,6087.850027
0.051971,1279,6102.893193
0.06687,929,6113.399901
0.638541,908,6124.003356
0.132807,1472,6142.057657
0.260863,2115,6166.285251
0.334538,1388,6182.578948
0.684059,1048,6194.639165
0.677762,1066,6206.79844
0.35594,1785,6228.192719
0.508585,1504,6246.454457
0.214936,1641,6266.939761
-0.15744,652,6275.018432
0.200157,1344,6292.213231
0.179059,1178,6306.165479
0.632917,911,6317.231305
0.262527,1853,6339.553693
0.080139,1069,6353.140004
-0.328,930,6364.024059
-0.042282,1380,6380.80812
0.485469,1427,6397.746279
0.195432,1490,6415.34881
0.197564,1128,6429.193975
0.434468,1481,6447.99579
0.306098,2226,6474.802272
0.154921,1001,6486.887684
0.640807,1373,6503.440043
0.36897,1509,6521.593019
0.537033,1032,6533.829602
0.326699,1822,6555.076189
0.327699,1540,6573.705403
0.637196,1173,6587.657421
0.578557,1252,6603.078999
0.248688,1590,6621.519066
0.122057,1521,6639.965294
-0.098133,886,6650.719494
-0.083603,1729,6672.084992
0.191157,1498,6689.986636
0.360843,1294,6705.330024
0.000139,1189,6720.368173
0.494344,1362,6735.87805
0.610037,1336,6752.949919
-0.154979,653,6760.927972
0.449006,1646,6781.360311
0.219297,1157,6795.790769
-0.001598,1240,6810.390313
0.120344,1432,6828.968647
0.319495,1030,6841.565213
0.58099,1230,6856.212749
0.070305,1273,6871.61865
0.198432,1852,6894.399262
0.221384,1478,6911.535167
-0.099603,1046,6924.034951
0.119014,1288,6940.521145
0.06587,969,6951.805575
0.473224,1729,6973.354837
0.589322,1391,6989.69553
0.25122,1375,7006.817555
0.476103,1516,7025.446081
0.336773,1859,7048.60023
0.331661,1557,7067.600586
0.011225,1009,7079.900435
0.526913,1022,7092.233732
0.365876,1807,7114.286875
0.101368,1118,7127.471768
0.098703,1698,7149.218405
0.184378,1274,7164.833793
-0.16735,823,7174.381206
0.178396,1248,7189.828539
0.332737,1753,7211.636861
0.105028,1030,7223.877858
0.150711,1430,7241.017923
-0.06906,1100,7253.652762
0.525736,1297,7268.936737
